player_id,full_name,position,GW,gameweek_points,value,avg_score_last_1,avg_score_last_3,ict_last_1,ict_last_3,avg_mins_last_1,avg_mins_last_3,xG_last_1,xG_last_3,xA_last_1,xA_last_3,clean_sheets_last_1,clean_sheets_last_3,fixture_difficulty,season
10,Benjamin White,DEF,26,7,47,6.0,4.666666666666667,3.3,8.3,90.0,86.0,0.0,0.0,0.14,0.4600000000000001,1.0,2.0,2,2022-23
10,Benjamin White,DEF,27,6,47,7.0,6.666666666666667,9.2,14.6,45.0,75.0,0.11,0.11,0.04,0.22,0.0,2.0,2,2022-23
10,Benjamin White,DEF,28,5,47,6.0,6.333333333333333,2.6,15.1,79.0,71.33333333333333,0.0,0.11,0.14,0.32,1.0,2.0,2,2022-23
10,Benjamin White,DEF,29,8,47,5.0,6.0,6.3,18.1,82.0,68.66666666666667,0.0,0.11,0.17,0.35,0.0,1.0,2,2022-23
10,Benjamin White,DEF,30,0,48,8.0,6.333333333333333,8.5,17.400000000000002,90.0,83.66666666666667,0.73,0.73,0.02,0.33,0.0,1.0,4,2022-23
10,Benjamin White,DEF,31,6,49,0.0,4.333333333333333,1.2,16.000000000000004,90.0,87.33333333333333,0.0,0.73,0.0,0.19,0.0,0.0,3,2022-23
10,Benjamin White,DEF,32,4,50,6.0,4.666666666666667,5.1,14.8,90.0,90.0,0.0,0.73,0.36,0.38,0.0,0.0,2,2022-23
10,Benjamin White,DEF,33,0,50,4.0,3.3333333333333335,7.6,13.900000000000002,90.0,90.0,0.07,0.07,0.16,0.52,0.0,0.0,5,2022-23
10,Benjamin White,DEF,34,2,50,0.0,3.3333333333333335,1.3,14.000000000000002,90.0,90.0,0.0,0.07,0.0,0.52,0.0,0.0,3,2022-23
10,Benjamin White,DEF,35,6,50,2.0,2.0,4.5,13.400000000000002,90.0,90.0,0.0,0.07,0.15,0.31,0.0,0.0,4,2022-23
10,Benjamin White,DEF,36,1,50,6.0,2.6666666666666665,1.7,7.500000000000002,90.0,90.0,0.0,0.0,0.03,0.18,1.0,1.0,3,2022-23
10,Benjamin White,DEF,37,2,50,1.0,3.0,1.7,7.900000000000002,90.0,90.0,0.0,0.0,0.01,0.19,0.0,1.0,2,2022-23
10,Benjamin White,DEF,38,6,50,2.0,3.0,4.1,7.500000000000002,90.0,90.0,0.0,0.0,0.12,0.1599999999999999,0.0,1.0,2,2022-23
11,Eddie Nketiah,FWD,18,8,65,6.0,3.0,9.0,9.0,90.0,45.0,0.4556,0.4556,0.02662,0.02662,0.0,0.0,3,2022-23
11,Eddie Nketiah,FWD,19,1,65,8.0,4.666666666666667,7.5,16.5,90.0,60.0,0.7161,1.1717,0.02459,0.05121,0.0,0.0,3,2022-23
11,Eddie Nketiah,FWD,20,2,66,1.0,5.0,5.0,21.5,90.0,90.0,0.1012,1.2729,0.05823,0.10944,1.0,1.0,4,2022-23
11,Eddie Nketiah,FWD,21,13,66,2.0,3.6666666666666665,8.6,21.1,90.0,90.0,1.2218,2.0391,0.10517,0.18799,1.0,2.0,3,2022-23
11,Eddie Nketiah,FWD,22,2,67,13.0,5.333333333333333,18.0,31.6,90.0,90.0,1.6817,3.0046999999999997,0.01451,0.1779099999999999,0.0,2.0,2,2022-23
11,Eddie Nketiah,FWD,23,2,68,2.0,5.666666666666667,3.2,29.8,90.0,90.0,0.2,3.1035,0.08,0.19968,0.0,1.0,3,2022-23
11,Eddie Nketiah,FWD,23,4,68,2.0,5.666666666666667,5.1,26.300000000000004,90.0,90.0,0.02,1.9017,0.09,0.18451,0.0,0.0,5,2022-23
11,Eddie Nketiah,FWD,24,2,68,4.0,2.6666666666666665,1.8,10.100000000000003,90.0,90.0,0.51,0.73,0.0,0.1699999999999999,0.0,0.0,2,2022-23
11,Eddie Nketiah,FWD,25,1,68,2.0,2.6666666666666665,6.3,13.200000000000005,90.0,90.0,1.15,1.68,0.22,0.31,0.0,0.0,3,2022-23
11,Eddie Nketiah,FWD,25,4,68,1.0,2.3333333333333335,0.2,8.300000000000002,20.0,66.66666666666667,0.0,1.66,0.0,0.22,0.0,0.0,2,2022-23
11,Eddie Nketiah,FWD,31,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-23
11,Eddie Nketiah,FWD,32,1,64,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2,2022-23
11,Eddie Nketiah,FWD,33,1,64,1.0,0.6666666666666666,1.4,1.4000000000000037,18.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5,2022-23
11,Eddie Nketiah,FWD,35,0,64,0.0,0.6666666666666666,0.0,1.8000000000000034,0.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4,2022-23
11,Eddie Nketiah,FWD,36,1,63,0.0,0.3333333333333333,0.0,0.4000000000000036,3.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-23
