element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,clean_sheets,ict_index,fixture,was_home,fixture_difficulty
642,Kofi Balmer,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
256,Ricardo Barbosa Pereira,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,168,True,3
418,Moussa Djenepo,MID,17,1,50,45,0.0,0.01795,0.378,0,0,2,0,1.8,170,True,3
493,Morgan Gibbs-White,MID,17,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
99,Mads Bidstrup,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
621,Loïc Badé,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
69,Ryan Christie,MID,17,1,53,24,0.0957,0.00213,0.2537,0,0,0,0,3.4,164,False,4
586,Pervis Estupiñán,DEF,17,2,45,90,0.0,0.02087,1.914,0,0,1,0,3.6,170,False,2
48,Carney Chukwuemeka,MID,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
43,Matty Cash,DEF,17,0,46,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
311,Bernardo Veiga de Carvalho e Silva,MID,17,0,69,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
363,Javier Manquillo Gaitán,DEF,17,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,168,False,3
34,Bertrand Traoré,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
584,Bobby Clark,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
329,Raphaël Varane,DEF,17,6,48,76,0.0,0.01141,0.5881,0,0,0,1,1.9,169,True,2
547,Cody Drameh,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
194,Vitalii Mykolenko,DEF,17,1,45,90,0.0405,0.03015,0.7136,0,0,2,0,1.5,166,True,2
299,Kyle Walker,DEF,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
502,Scott Carson,GK,17,0,38,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
66,Dominic Solanke,FWD,17,2,58,90,0.1534,0.00704,1.7392,0,0,2,0,1.0,164,False,4
86,Vitaly Janelt,MID,17,8,55,90,0.8852,0.03887,1.0686,1,0,2,0,10.0,163,True,3
113,Robert Sánchez,GK,17,9,46,90,0.0,0.00015,1.914,0,0,1,0,4.9,170,False,2
147,Edouard Mendy,GK,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
222,Luke Ayling,DEF,17,1,45,25,0.0,0.0033,0.8203,0,0,0,0,0.9,167,True,5
339,Eric Bailly,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,169,True,2
558,Hugo Bueno López,DEF,17,1,39,58,0.0265,0.11905,1.0163,0,0,1,0,4.8,166,False,2
561,Lewis Warrington,MID,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
433,Pierre-Emile Højbjerg,MID,17,10,55,90,0.2866,0.11556,2.1526,1,0,2,0,13.2,163,False,3
601,Kaden Rodney,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
172,Jesurun Rak-Sakyi,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
164,Jairo Riedewald,MID,17,1,43,7,0.0,0.0,0.2761,0,0,0,0,0.2,165,True,2
467,Declan Rice,MID,17,2,48,90,0.0,0.01345,2.1036,0,0,3,0,3.8,161,False,4
257,Daniel Amartey,DEF,17,1,43,90,0.0,0.00989,1.902,0,0,3,0,2.2,168,True,3
195,Anthony Gordon,MID,17,2,53,90,0.5862,0.01163,0.7136,0,0,2,0,6.0,166,True,2
81,David Raya Martin,GK,17,3,46,90,0.0,0.01051,1.0686,0,0,2,0,3.6,163,True,3
447,Dane Scarlett,FWD,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
510,Aaron Hickey,DEF,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
531,Rúben Nascimento Vinagre,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
639,Sammy Braybrooke,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,168,True,3
107,Solly March,MID,17,13,50,82,0.0306,0.56913,1.914,1,1,1,0,12.5,170,False,2
361,Dwight Gayle,FWD,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,168,False,3
246,Brenden Aaronson,MID,17,2,55,82,0.0269,0.02306,3.9256,0,0,3,0,1.7,167,True,5
254,Danny Ward,GK,17,1,41,90,0.0,0.00012,1.902,0,0,3,0,1.6,168,True,3
165,Joachim Andersen,DEF,17,1,45,90,0.136,0.00696,2.6058,0,0,3,0,3.3,165,True,2
542,Kjell Scherpen,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
404,Jack Stephens,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
154,James McArthur,MID,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
265,Wilfred Ndidi,MID,17,1,48,18,0.0267,0.0286,0.008,0,0,0,0,3.1,168,True,3
307,Ederson Santana de Moraes,GK,17,2,54,90,0.0,0.00039,0.5856,0,0,1,0,0.8,167,False,2
456,Angelo Ogbonna,DEF,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,161,False,4
465,Jarrod Bowen,MID,17,4,80,90,0.0,0.0024,2.1036,0,1,3,0,0.8,161,False,4
492,Matija Šarkić,GK,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
143,Malang Sarr,DEF,17,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
202,Anthony Knockaert,MID,17,0,47,0,0.0,0.0,0.0,0,0,0,0,0.0,165,False,2
647,Lewis Payne,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,170,True,3
442,Joe Rodon,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
345,Anthony Martial,FWD,17,6,67,64,0.5217,0.00993,0.1971,1,0,0,1,7.6,169,True,2
499,Ben Davies,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
410,Jan Bednarek,DEF,17,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
95,Bryan Mbeumo,FWD,17,1,58,81,0.1019,0.07449,0.8135,0,0,2,0,3.9,163,True,3
287,Naby Keita,MID,17,1,47,23,0.0318,0.00388,0.1379,0,0,0,0,0.0,162,False,2
565,Archie Gray,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
577,Amadou Onana,MID,17,2,48,90,0.0,0.00902,0.7136,0,0,2,0,1.1,166,True,2
651,Andrew Moran,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
550,Amad Diallo,MID,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,169,True,2
149,Billy Gilmour,MID,17,1,43,1,0.0,0.00097,0.0,0,0,0,0,0.1,170,False,2
335,Marcus Rashford,MID,17,14,67,85,0.4149,0.08118,0.599,1,1,0,1,12.6,169,True,2
319,Julián Álvarez,FWD,17,0,60,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
421,Mateusz Lis,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,True,3
14,Takehiro Tomiyasu,DEF,17,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
364,Emil Krafth,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,168,False,3
302,John Stones,DEF,17,2,54,90,0.0465,0.00578,0.5856,0,0,1,0,1.6,167,False,2
33,Lucas Digne,DEF,17,1,46,90,0.0602,0.35957,2.7535,0,0,3,0,11.2,162,True,4
94,Shandon Baptiste,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
308,Nathan Aké,DEF,17,2,50,90,0.0,0.02022,0.5856,0,0,1,0,3.8,167,False,2
13,Bukayo Saka,MID,17,9,80,90,0.6557,0.31127,1.0694,1,0,1,0,13.1,161,True,2
73,Lloyd Kelly,DEF,17,1,43,90,0.1035,0.00639,1.7392,0,0,2,0,2.0,164,False,4
653,Omari Hutchinson,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
285,Trent Alexander-Arnold,DEF,17,2,72,78,0.0,0.60133,1.1617,0,0,1,0,5.1,162,False,2
266,Kiernan Dewsbury-Hall,MID,17,2,49,90,0.0835,0.3738,1.902,0,0,3,0,5.5,168,True,3
283,Mohamed Salah,MID,17,12,128,90,0.9038,0.04369,1.2996,1,1,1,0,14.8,162,False,2
131,Ross Barkley,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
6,Thomas Partey,MID,17,2,48,90,0.0497,0.0836,1.0694,0,0,1,0,1.8,161,True,2
422,Gavin Bazunu,GK,17,1,45,90,0.0,9e-05,0.6408,0,0,3,0,1.5,170,True,3
581,Alex Smithies,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,168,True,3
54,Cameron Archer,FWD,17,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
595,Mathias Jorgensen,DEF,17,1,40,90,0.0446,0.00123,1.0686,0,0,2,0,3.6,163,True,3
184,André Tavares Gomes,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
413,Lyanco Silveira Neves Vojnovic,DEF,17,1,44,90,0.0435,0.0327,0.6408,0,0,3,0,2.2,170,True,3
517,Thomas Strakosha,GK,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
675,Jordan Smith,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
661,Lewis Hall,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
655,Karl Hein,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
139,Ben Chilwell,DEF,17,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
106,Lewis Dunk,DEF,17,2,47,90,0.0,0.00203,1.914,0,0,1,0,2.2,170,False,2
452,Alfie Devine,MID,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
399,Giulian Biancone,DEF,17,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
549,Dennis Praet,MID,17,1,48,16,0.0,6e-05,1.2926,0,0,2,0,0.0,168,True,3
612,Wout Faes,DEF,17,1,45,90,0.0179,0.06915,1.902,0,0,3,0,3.2,168,True,3
26,William Saliba,DEF,17,2,53,90,0.415,0.00784,1.0694,0,0,1,0,5.1,161,True,2
122,Haydon Roberts,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
658,Harvey Griffiths,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
459,Craig Dawson,DEF,17,1,48,90,0.0,0.01124,2.1036,0,0,3,0,3.5,161,False,4
554,Bryan Gil Salvatierra,MID,17,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
614,Willian Borges da Silva,MID,17,6,55,81,0.2096,0.04651,0.2617,0,1,0,1,4.9,165,False,2
42,Emiliano Buendía Stati,MID,17,2,57,85,0.0707,0.05011,2.7017,0,0,3,0,3.8,162,True,4
174,Nathan Ferguson,DEF,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
428,Son Heung-min,MID,17,2,116,90,0.0952,0.05227,2.1526,0,0,2,0,3.7,163,False,3
15,Aaron Ramsdale,GK,17,3,49,90,0.0,0.01222,1.0694,0,0,1,0,2.0,161,True,2
170,Tyrick Mitchell,DEF,17,-3,45,33,0.0,0.00036,4.5056,0,0,3,0,0.0,165,True,2
640,Ed Turns,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
484,Max Kilman,DEF,17,1,44,90,0.0,0.00331,1.7338,0,0,1,0,0.6,166,False,2
323,Liam Delap,FWD,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
534,Dwight McNeil,MID,17,4,52,55,0.0,0.07276,0.4818,0,1,1,0,3.5,166,True,2
592,Harvey Davies,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
664,Dexter Lembikisa,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
134,N'Golo Kanté,MID,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
523,Harry Toffolo,DEF,17,1,43,28,0.0109,0.43307,1.0993,0,0,1,0,3.5,169,False,4
64,Jefferson Lerma Solís,MID,17,2,48,90,0.0288,0.15324,1.7392,0,0,2,0,2.2,164,False,4
635,Marcus Bettinelli,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
44,Ezri Konsa Ngoyo,DEF,17,1,44,90,0.0,0.00438,2.7535,0,0,3,0,1.3,162,True,4
71,Chris Mepham,DEF,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
616,Denis Zakaria,MID,17,3,50,81,0.1856,0.01417,0.3742,0,0,0,1,3.4,164,True,2
424,Willy Caballero,GK,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,170,True,3
395,Alex Mighten,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
52,Keinan Davis,FWD,17,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
35,Robin Olsen,GK,17,3,39,90,0.0,0.00092,2.7535,0,0,3,0,4.5,162,True,4
83,Josh Dasilva,MID,17,1,42,8,0.0,0.05473,0.2552,0,0,0,0,0.2,163,True,3
279,Roberto Firmino,FWD,17,0,81,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
277,Thiago Alcántara do Nascimento,MID,17,2,52,66,0.0147,0.03143,1.1617,0,0,1,0,3.1,162,False,2
673,Bashir Humphreys,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
220,João Palhinha Gonçalves,MID,17,3,50,74,0.1593,0.01553,0.2617,0,0,0,1,3.2,165,False,2
543,Matt Clarke,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
357,Kieran Trippier,DEF,17,12,59,90,0.0,0.15758,0.5162,0,1,0,1,10.3,168,False,3
507,Moussa Niakhaté,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
2,Bernd Leno,GK,17,6,45,90,0.0,0.00033,0.3977,0,0,0,1,0.5,165,False,2
409,Kyle Walker-Peters,DEF,17,1,44,90,0.0,0.05484,0.6408,0,0,3,0,3.2,170,True,3
505,Joe Rothwell,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
17,Nuno Varela Tavares,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
548,Daniel Iversen,GK,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,168,True,3
437,Steven Bergwijn,MID,17,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
87,Saman Ghoddos,MID,17,1,48,23,0.0,2e-05,0.7861,0,0,1,0,0.8,163,True,3
620,Arthur Henrique Ramos de Oliveira Melo,MID,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
567,Connor Ronan,MID,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
309,Aymeric Laporte,DEF,17,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
609,Antony Matheus dos Santos,MID,17,3,75,64,0.4792,0.03014,0.1971,0,0,0,1,2.4,169,True,2
371,Joelinton Cássio Apolinário de Lira,MID,17,13,59,90,0.1106,0.02369,0.5162,1,1,0,1,10.6,168,False,3
566,Joseph Hodge,MID,17,1,44,58,0.0,0.00277,1.0163,0,0,1,0,0.4,166,False,2
186,Alex Iwobi,MID,17,2,56,90,0.3025,0.02618,0.7136,0,0,2,0,4.6,166,True,2
224,Adam Forshaw,MID,17,2,44,64,0.0,0.00628,3.379,0,0,3,0,0.4,167,True,5
68,Ben Pearson,MID,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
276,Joel Matip,DEF,17,2,59,90,0.0,0.00457,1.2996,0,0,1,0,3.2,162,False,2
377,Sven Botman,DEF,17,6,44,90,0.0581,0.00293,0.5162,0,0,0,1,2.1,168,False,3
464,Saïd Benrahma,MID,17,7,56,90,0.8632,0.00522,2.1036,1,0,3,0,8.1,161,False,4
282,Fabio Henrique Tavares,MID,17,2,53,90,0.0208,0.01754,1.2996,0,0,1,0,2.3,162,False,2
135,Hakim Ziyech,MID,17,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
138,Robert Kenedy Nunes do Nascimento,DEF,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
474,Willy Boly,DEF,17,1,42,90,0.0,0.00541,2.4712,0,0,3,0,2.8,169,False,4
468,Tomas Soucek,MID,17,2,52,77,0.0,0.00132,1.4889,0,0,3,0,2.0,161,False,4
243,Leo Fuhr Hjelde,DEF,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
90,Mads Roerslev Rasmussen,DEF,17,1,43,90,0.0,0.09942,1.0686,0,0,2,0,2.0,163,True,3
606,Harvey Vale,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
160,Wilfried Zaha,MID,17,2,75,90,0.0,0.01,2.6058,0,0,3,0,0.4,165,True,2
370,Sean Longstaff,MID,17,3,44,90,0.0,0.00977,0.5162,0,0,0,1,1.1,168,False,3
672,Kadan Young,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
91,Mads Bech Sørensen,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
190,Tom Davies,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
3,Granit Xhaka,MID,17,5,51,90,0.0715,0.07691,1.0694,0,1,1,0,8.7,161,True,2
656,Nathan Bishop,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,169,True,2
533,Lisandro Martínez,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,169,True,2
450,Pape Matar Sarr,MID,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
239,Junior Firpo Adames,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
264,Harvey Barnes,MID,17,2,69,70,0.0,0.02874,1.894,0,0,3,0,1.9,168,True,3
611,Idrissa Gueye,MID,17,3,49,83,0.0,0.28711,0.4818,0,0,1,0,3.4,166,True,2
458,Michail Antonio,FWD,17,2,70,86,0.1382,0.02404,2.1036,0,0,3,0,2.6,161,False,4
406,Mohamed Elyounoussi,MID,17,2,52,77,0.2284,0.11124,0.6408,0,0,3,0,7.2,170,True,3
93,Frank Onyeka,MID,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
551,Zidane Iqbal,MID,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,169,True,2
198,Niels Nkounkou,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
440,Rodrigo Bentancur,MID,17,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
142,Mason Mount,MID,17,10,75,90,0.1041,0.09206,0.5281,1,0,0,1,11.0,164,True,2
472,Nayef Aguerd,DEF,17,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,161,False,4
562,Manor Solomon,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,165,False,2
476,Raúl Jiménez,FWD,17,0,68,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
563,Luke Chambers,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
145,Kai Havertz,FWD,17,12,77,90,0.8227,0.0646,0.5281,1,1,0,1,12.8,164,True,2
416,Ibrahima Diallo,MID,17,1,43,45,0.0523,0.00265,0.378,0,0,2,0,0.9,170,True,3
408,Adam Armstrong,FWD,17,1,55,6,0.0,0.0,0.0,0,0,0,0,0.0,170,True,3
388,Joe Worrall,DEF,17,1,42,90,0.0196,0.00115,2.4712,0,0,3,0,2.7,169,False,4
103,Danny Welbeck,FWD,17,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,170,False,2
130,Jorge Luiz Frello Filho,MID,17,3,58,90,0.0,0.07439,0.5281,0,0,0,1,4.4,164,True,2
137,Timo Werner,FWD,17,0,79,0,0.0,0.0,0.0,0,0,0,0,0.0,164,True,2
613,Layvin Kurzawa,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,165,False,2
518,Wayne Hennessey,GK,17,2,39,90,0.0,0.00075,2.4712,0,0,3,0,4.3,169,False,4
346,Andreas Hoelgebaum Pereira,MID,17,3,46,84,0.5282,0.18321,0.2617,0,0,0,1,14.3,165,False,2
312,Rúben Gato Alves Dias,DEF,17,0,59,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
667,Kristian Sekularac,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,165,False,2
100,Ellery Balcombe,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
187,Jean-Philippe Gbamin,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
313,Oleksandr Zinchenko,DEF,17,1,50,17,0.0,0.02533,0.0972,0,0,0,0,0.8,161,True,2
605,Reece Welch,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
445,Emerson Leite de Souza Junior,DEF,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,163,False,3
483,Daniel Castelo Podence,MID,17,6,53,72,0.3211,0.04287,1.0491,1,0,1,0,9.0,166,False,2
171,Michael Olise,MID,17,2,54,83,0.1828,0.00841,2.3296,0,0,3,0,3.0,165,True,2
392,Richie Laryea,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
112,Marc Cucurella Saseta,DEF,17,6,51,90,0.0,0.18255,0.5281,0,0,0,1,3.7,164,True,2
234,Jamie Shackleton,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
40,Ollie Watkins,FWD,17,6,71,90,0.5134,0.01537,2.7535,1,0,3,0,12.9,162,True,4
539,James Hill,DEF,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
57,Adam Smith,DEF,17,1,44,90,0.0,0.00828,1.7392,0,0,2,0,1.4,164,False,4
604,Killian Phillips,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,165,True,2
310,Zack Steffen,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
111,Leandro Trossard,MID,17,2,71,82,0.0,0.19976,1.914,0,0,1,0,4.0,170,False,2
471,Ben Johnson,DEF,17,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,161,False,4
207,Paulo Gazzaniga Farias,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,165,False,2
527,Jesse Lingard,MID,17,1,54,52,0.0,0.02693,0.5287,0,0,2,0,0.8,169,False,4
197,Nathan Patterson,DEF,17,0,40,90,0.0,0.02151,0.7136,0,0,2,0,1.2,166,True,2
365,Jacob Murphy,MID,17,1,43,6,0.0,0.00028,0.1042,0,0,0,0,0.0,168,False,3
391,Sam Surridge,FWD,17,1,47,28,0.1501,0.0019,1.0993,0,0,1,0,2.3,169,False,4
255,Jamie Vardy,FWD,17,1,91,45,0.0,0.12899,0.3535,0,0,0,0,1.3,168,True,3
10,Benjamin White,DEF,17,2,47,90,0.0,0.32862,1.0694,0,0,1,0,4.6,161,True,2
292,Konstantinos Tsimikas,DEF,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,162,False,2
599,Claudio Gomes,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,167,False,2
153,James Tomkins,DEF,17,-3,39,56,0.0,0.00085,4.4116,0,0,3,0,0.3,165,True,2
4,Mohamed Elneny,MID,17,1,42,1,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
557,Jackson Smith,GK,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
47,Jacob Ramsey,MID,17,0,52,0,0.0,0.0,0.0,0,0,0,0,0.0,162,True,4
360,Jamaal Lascelles,DEF,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,168,False,3
396,Braian Ojeda Rodríguez,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,169,False,4
368,Allan Saint-Maximin,MID,17,1,62,7,0.0,0.00665,0.1042,0,0,0,0,0.1,168,False,3
62,Kieffer Moore,FWD,17,2,54,84,0.0,0.01507,1.7392,0,0,2,0,0.2,164,False,4
124,Kaoru Mitoma,MID,17,2,49,90,0.4597,0.07221,1.914,0,0,1,0,8.6,170,False,2
509,Flynn Downes,MID,17,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,161,False,4
574,Norberto Murara Neto,GK,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
626,Loris Karius,GK,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,168,False,3
486,Pedro Lomba Neto,MID,17,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,166,False,2
470,Issa Diop,DEF,17,6,43,90,0.0301,0.00544,0.3977,0,0,0,1,3.8,165,False,2
597,Christian Saydee,FWD,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,164,False,4
12,Emile Smith Rowe,MID,17,0,56,0,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
85,Rico Henry,DEF,17,1,45,90,0.0,0.15435,1.0686,0,0,2,0,3.3,163,True,3
24,Matt Turner,GK,17,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,161,True,2
212,Harry Wilson,MID,17,1,57,9,0.0808,0.08709,0.136,0,0,0,0,2.2,165,False,2
541,Halil Dervişoğlu,FWD,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
201,Tim Ream,DEF,17,14,45,90,0.0798,0.00389,0.3977,1,0,0,1,7.4,165,False,2
82,Sergi Canós Tenés,DEF,17,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,163,True,3
156,Joel Ward,DEF,17,0,45,23,0.0,0.0002,1.3882,0,0,2,0,1.6,165,True,2
481,Hwang Hee-chan,MID,17,1,57,59,0.02,0.00486,1.0163,0,0,1,0,1.2,166,False,2
196,Jarrad Branthwaite,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,166,True,2
588,Thilo Kehrer,DEF,17,1,45,90,0.0203,0.00095,2.1036,0,0,3,0,0.4,161,False,4
294,Harvey Elliott,MID,17,1,50,23,0.0,0.00021,0.1379,0,0,0,0,0.2,162,False,2
230,Robin Koch,DEF,17,1,45,90,0.0,0.02532,4.1993,0,0,3,0,1.3,167,True,5
263,Hamza Choudhury,MID,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,168,True,3
262,Kelechi Iheanacho,FWD,17,1,61,19,0.0955,0.00339,0.008,0,0,0,0,2.0,168,True,3
663,Sonny Perkins,FWD,17,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,167,True,5
414,Yan Valery,DEF,17,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,170,True,3
487,Rayan Aït-Nouri,DEF,17,6,42,31,0.2143,0.0028,0.7174,1,0,0,0,6.3,166,False,2
