element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,clean_sheets,ict_index,fixture,was_home,fixture_difficulty
501,Nathaniel Phillips,DEF,16,1,39,3,0.0,0.00111,0.0,0,0,0,0,0.0,154,True,2
393,Loïc Mbe Soh,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
102,Jason Steele,GK,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
660,Shola Shoretire,FWD,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
209,Tosin Adarabioyo,DEF,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,153,True,3
325,Kalvin Phillips,MID,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
383,Carlos Ribeiro Dias,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
213,Marek Rodák,GK,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,153,True,3
359,Ryan Fraser,MID,16,0,52,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
270,Luke Thomas,DEF,16,6,42,90,0.0,0.00543,1.4004,0,0,0,1,1.2,159,False,3
353,Karl Darlow,GK,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
315,Rodrigo Hernandez,MID,16,2,56,90,0.1555,0.20523,1.2862,0,0,2,0,7.9,155,True,3
326,Cristiano Ronaldo dos Santos Aveiro,FWD,16,0,102,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
426,Fraser Forster,GK,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
278,Alex Oxlade-Chamberlain,MID,16,1,49,15,0.0,0.00847,0.0989,0,0,0,0,1.2,154,True,2
630,Ethan Nwaneri,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,160,False,2
305,Jack Grealish,MID,16,0,68,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
317,James McAtee,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
415,Will Smallbone,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
641,Martial Godo,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,153,True,3
354,Chris Wood,FWD,16,2,56,75,0.0,0.204,0.2553,0,0,0,1,2.0,156,True,3
571,Darren Randolph,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,159,True,3
479,Leander Dendoncker,MID,16,1,47,7,0.0,4e-05,0.3212,0,0,0,0,0.0,152,False,3
183,Allan Marques Loureiro,MID,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
290,Ibrahima Konaté,DEF,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
210,Aleksandar Mitrović,FWD,16,0,68,0,0.0,0.0,0.0,0,0,0,0,0.0,153,True,3
519,Christian Eriksen,MID,16,13,63,90,1.0218,0.15091,1.3139,1,1,1,0,0.0,153,False,2
373,Joe Willock,MID,16,11,49,84,0.1482,0.02451,0.2957,1,0,0,1,8.7,156,True,3
494,Yerson Mosquera Valdelamar,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,160,True,4
321,Roméo Lavia,MID,16,2,45,81,0.0,0.11625,1.7034,0,0,3,0,2.4,154,False,4
84,Kristoffer Ajer,DEF,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
585,Emmanuel Dennis,FWD,16,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
163,Will Hughes,MID,16,1,48,12,0.0,0.01531,0.0528,0,0,0,0,0.3,157,False,2
512,Joe Ayodele-Aribo,MID,16,1,52,8,0.0,0.00039,0.2822,0,0,0,0,0.2,154,False,4
536,Orel Mangala,MID,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
496,Luke Plange,FWD,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
443,Cristian Romero,DEF,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
233,Jack Harrison,MID,16,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
575,Maxwel Cornet,MID,16,0,59,0,0.0,0.0,0.0,0,0,0,0,0.0,159,True,3
508,Luis Sinisterra Lucumí,MID,16,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
157,Nathaniel Clyne,DEF,16,2,45,77,0.0,0.00454,1.0328,0,0,1,0,0.5,157,False,2
405,Stuart Armstrong,MID,16,1,47,57,0.0,0.01285,1.6693,0,0,3,0,0.6,154,False,4
402,Oriol Romeu Vidal,MID,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
229,Tyler Roberts,MID,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
638,Lamare Bogarde,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,152,False,3
555,Harrison Ashby,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,159,True,3
273,Lewis Brunt,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
350,Matt Ritchie,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
253,Jannik Vestergaard,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
118,Enock Mwepu,MID,16,0,53,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
141,Trevoh Chalobah,DEF,16,2,47,90,0.0,0.00597,1.029,0,0,1,0,1.6,156,False,4
530,Chris Richards,DEF,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
649,Cameron Plain,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,151,True,2
288,Diogo Teixeira da Silva,FWD,16,0,88,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
355,Martin Dubravka,GK,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
225,Rodrigo Moreno,MID,16,13,63,88,0.3332,0.0164,1.8606,2,0,4,0,12.4,158,False,4
490,Francisco Jorge Tomás Oliveira,MID,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,160,True,4
420,Mohammed Salisu,DEF,16,0,44,90,0.0,0.00763,1.9856,0,0,3,0,2.3,154,False,4
331,Frederico Rodrigues de Paula Santos,MID,16,0,51,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
117,Jakub Moder,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
603,Lucas Tolentino Coelho de Lima,MID,16,1,59,90,0.3036,0.13795,1.776,0,0,2,0,8.6,159,True,3
168,Jean-Philippe Mateta,FWD,16,1,52,31,0.0,0.00093,0.4925,0,0,0,0,0.1,157,False,2
177,Salomón Rondón,FWD,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
221,Liam Cooper,DEF,16,0,44,90,0.0187,0.00976,1.8606,0,0,4,0,1.7,158,False,4
665,Ben Doak,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
594,Alexander Isak,FWD,16,0,66,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
318,Erling Haaland,FWD,16,1,122,90,0.0268,0.3433,1.2862,0,0,2,0,6.4,155,True,3
67,Lewis Cook,MID,16,5,49,90,0.0,0.41094,0.8243,0,1,0,1,8.2,151,True,2
495,Remi Matthews,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
314,Phil Foden,MID,16,9,83,90,0.424,0.19464,1.2862,1,0,2,0,19.9,155,True,3
622,Juan Larios López,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
298,Calvin Ramsay,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
650,Yegor Yarmolyuk,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
379,Steve Cook,DEF,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
250,Ryan Bertrand,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
528,Sékou Mara,FWD,16,0,53,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
338,Scott McTominay,MID,16,1,49,35,0.3184,0.00139,0.8723,0,0,1,0,0.0,153,False,2
390,Xande Nascimento da Costa Silva,MID,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
398,Dean Henderson,GK,16,6,47,90,0.0,5e-05,1.2153,0,0,0,1,0.4,157,True,2
65,Jack Stacey,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,151,True,2
192,Mason Holgate,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
115,Steven Alzate,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
223,Mateusz Klich,MID,16,0,46,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
423,Armel Bella-Kotchap,DEF,16,1,45,72,0.0,0.00233,1.7034,0,0,3,0,2.2,154,False,4
21,Ainsley Maitland-Niles,MID,16,1,48,31,0.0,0.07742,0.3163,0,0,0,0,2.2,154,False,4
274,James Milner,MID,16,1,44,22,0.0,0.01529,0.0989,0,0,0,0,0.8,154,True,2
515,Keane Lewis-Potter,MID,16,0,52,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
301,Kevin De Bruyne,MID,16,2,126,90,0.0975,0.54814,1.2862,0,0,2,0,10.2,155,True,3
500,Sepp van den Berg,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
242,Joe Gelhardt,FWD,16,1,51,1,0.0,0.00104,0.0,0,0,0,0,0.1,158,False,4
50,Diego Carlos Santos Silva,DEF,16,0,47,0,0.0,0.0,0.0,0,0,0,0,0.0,152,False,3
431,Lucas Rodrigues Moura da Silva,MID,16,1,58,1,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
526,Ben Mee,DEF,16,5,46,90,0.0,0.00068,1.6078,0,1,1,0,3.2,155,False,5
659,Mateo Joseph Fernández,FWD,16,1,45,1,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
27,Marcus Oliveira Alencar,MID,16,0,46,0,0.0,0.0,0.0,0,0,0,0,0.0,160,False,2
231,Daniel James,MID,16,6,60,31,0.7592,0.01034,0.5145,1,0,1,0,0.0,153,True,3
306,João Cancelo,DEF,16,1,74,85,0.167,0.38166,0.404,0,0,1,0,8.7,155,True,3
333,Bruno Borges Fernandes,MID,16,6,98,90,0.0823,0.29496,1.3139,0,1,1,0,0.0,153,False,2
506,Tyler Adams,MID,16,-1,49,86,0.0,0.03618,1.8606,0,0,4,0,1.1,158,False,4
352,Ciaran Clark,DEF,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
598,Owen Bevan,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,151,True,2
72,Mark Travers,GK,16,8,43,90,0.0,0.00148,0.8243,0,0,0,1,2.4,151,True,2
76,Jordan Zemura,DEF,16,6,44,90,0.0,0.22876,0.8243,0,0,0,1,7.3,151,True,2
5,Rob Holding,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,160,False,2
80,Ivan Toney,FWD,16,13,74,90,1.0107,0.07902,1.6078,2,0,1,0,24.3,155,False,5
78,Pontus Jansson,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
41,Marvelous Nakamba,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,152,False,3
252,Nampalys Mendy,MID,16,1,43,21,0.102,0.01593,0.209,0,0,0,0,0.3,159,False,3
25,Fábio Ferreira Vieira,MID,16,6,57,75,0.0607,0.56585,0.4928,0,1,0,1,4.2,160,False,2
633,Matthew Cox,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
666,Dale Taylor,FWD,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
59,Ryan Fredericks,DEF,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,151,True,2
560,Stanley Mills,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
583,Cheikhou Kouyaté,MID,16,3,45,70,0.0,0.00026,0.9694,0,0,0,1,0.7,157,True,2
461,Kurt Zouma,DEF,16,1,45,14,0.0,0.00015,0.34,0,0,1,0,0.2,159,True,3
320,Luke Mbete-Tabu,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
572,Armstrong Oko-Flex,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,159,True,3
397,Taiwo Awoniyi,FWD,16,0,57,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
434,Harry Winks,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
559,Levi Colwill,DEF,16,1,44,90,0.1796,0.01637,1.4852,0,0,2,0,0.0,152,True,2
642,Kofi Balmer,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
256,Ricardo Barbosa Pereira,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
418,Moussa Djenepo,MID,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
493,Morgan Gibbs-White,MID,16,11,55,85,0.6744,0.22306,0.9694,1,0,0,1,11.8,157,True,2
99,Mads Bidstrup,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
621,Loïc Badé,DEF,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
69,Ryan Christie,MID,16,1,53,10,0.0,0.00117,0.1032,0,0,0,0,0.3,151,True,2
586,Pervis Estupiñán,DEF,16,1,45,80,0.0103,0.00891,1.4505,0,0,2,0,0.0,152,True,2
48,Carney Chukwuemeka,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
43,Matty Cash,DEF,16,1,46,90,0.0,0.15814,0.656,0,0,1,0,0.0,152,False,3
311,Bernardo Veiga de Carvalho e Silva,MID,16,2,69,90,0.0193,0.13926,1.2862,0,0,2,0,8.8,155,True,3
363,Javier Manquillo Gaitán,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
34,Bertrand Traoré,MID,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,152,False,3
584,Bobby Clark,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
329,Raphaël Varane,DEF,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
547,Cody Drameh,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
194,Vitalii Mykolenko,DEF,16,0,45,28,0.0,0.0049,1.3611,0,0,2,0,0.3,151,False,2
299,Kyle Walker,DEF,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
502,Scott Carson,GK,16,0,38,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
66,Dominic Solanke,FWD,16,5,58,90,0.4268,0.00538,0.8243,0,1,0,1,8.8,151,True,2
86,Vitaly Janelt,MID,16,2,55,61,0.0,0.00184,0.8605,0,0,1,0,0.9,155,False,5
113,Robert Sánchez,GK,16,1,46,90,0.0,0.00717,1.4852,0,0,2,0,0.0,152,True,2
147,Edouard Mendy,GK,16,2,48,90,0.0,0.00035,1.029,0,0,1,0,2.1,156,False,4
222,Luke Ayling,DEF,16,0,45,11,0.0,0.00023,0.5043,0,0,2,0,0.1,158,False,4
339,Eric Bailly,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
558,Hugo Bueno López,DEF,16,0,39,90,0.0672,0.00346,1.8082,0,0,2,0,4.4,160,True,4
561,Lewis Warrington,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
433,Pierre-Emile Højbjerg,MID,16,2,55,90,0.0,0.02601,1.2076,0,0,3,0,2.1,158,True,2
601,Kaden Rodney,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
172,Jesurun Rak-Sakyi,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
164,Jairo Riedewald,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
467,Declan Rice,MID,16,2,48,90,0.1806,0.04807,1.776,0,0,2,0,3.2,159,True,3
257,Daniel Amartey,DEF,16,7,43,90,0.0347,0.00177,1.4004,0,0,0,1,3.4,159,False,3
195,Anthony Gordon,MID,16,1,53,15,0.0,0.02305,0.2088,0,0,0,0,3.3,151,False,2
81,David Raya Martin,GK,16,3,46,90,0.0,0.0233,1.6078,0,0,1,0,3.3,155,False,5
447,Dane Scarlett,FWD,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
510,Aaron Hickey,DEF,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
531,Rúben Nascimento Vinagre,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
639,Sammy Braybrooke,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
107,Solly March,MID,16,2,50,90,0.0,0.0312,1.4852,0,0,2,0,0.0,152,True,2
361,Dwight Gayle,FWD,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
246,Brenden Aaronson,MID,16,5,55,90,0.0845,0.0493,1.8606,0,1,4,0,7.6,158,False,4
254,Danny Ward,GK,16,11,41,90,0.0,0.00032,1.4004,0,0,0,1,4.6,159,False,3
165,Joachim Andersen,DEF,16,2,45,90,0.0,0.06031,1.0855,0,0,1,0,2.9,157,False,2
542,Kjell Scherpen,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
404,Jack Stephens,DEF,16,6,43,90,0.0,0.06512,0.8243,0,0,0,1,3.2,151,True,2
154,James McArthur,MID,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
265,Wilfred Ndidi,MID,16,0,48,35,0.0,0.00195,0.3913,0,0,0,0,0.6,159,False,3
307,Ederson Santana de Moraes,GK,16,2,54,90,0.0,0.00221,1.2862,0,0,2,0,4.1,155,True,3
456,Angelo Ogbonna,DEF,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,159,True,3
465,Jarrod Bowen,MID,16,2,80,90,0.1717,0.26907,1.776,0,0,2,0,8.6,159,True,3
492,Matija Šarkić,GK,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,160,True,4
143,Malang Sarr,DEF,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
202,Anthony Knockaert,MID,16,0,47,0,0.0,0.0,0.0,0,0,0,0,0.0,153,True,3
647,Lewis Payne,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
442,Joe Rodon,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
345,Anthony Martial,FWD,16,2,67,71,0.48,0.03802,1.2627,0,0,1,0,0.0,153,False,2
499,Ben Davies,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
410,Jan Bednarek,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,152,False,3
95,Bryan Mbeumo,FWD,16,1,58,73,0.1145,0.04679,1.2853,0,0,1,0,4.6,155,False,5
287,Naby Keita,MID,16,0,47,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
565,Archie Gray,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,158,False,4
577,Amadou Onana,MID,16,2,48,74,0.0561,0.02052,2.2967,0,0,3,0,2.4,151,False,2
651,Andrew Moran,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
550,Amad Diallo,MID,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,153,False,2
149,Billy Gilmour,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
335,Marcus Rashford,MID,16,2,67,90,0.4139,0.05866,1.3139,0,0,1,0,0.0,153,False,2
319,Julián Álvarez,FWD,16,1,60,4,0.0195,0.05994,0.8822,0,0,1,0,3.6,155,True,3
421,Mateusz Lis,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,154,False,4
14,Takehiro Tomiyasu,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,160,False,2
364,Emil Krafth,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,156,True,3
302,John Stones,DEF,16,1,54,90,0.1587,0.04997,1.2862,0,0,2,0,8.5,155,True,3
33,Lucas Digne,DEF,16,2,46,81,0.0,0.00146,0.3348,0,0,1,0,0.0,152,False,3
94,Shandon Baptiste,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
308,Nathan Aké,DEF,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
13,Bukayo Saka,MID,16,3,80,90,0.0,0.21648,0.4928,0,0,0,1,5.9,160,False,2
73,Lloyd Kelly,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,151,True,2
653,Omari Hutchinson,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
285,Trent Alexander-Arnold,DEF,16,2,72,86,0.0442,0.29997,1.0531,0,0,1,0,5.2,154,True,2
266,Kiernan Dewsbury-Hall,MID,16,3,49,68,0.0,0.07279,1.1914,0,0,0,1,3.3,159,False,3
283,Mohamed Salah,MID,16,2,128,90,0.7783,0.02508,1.0531,0,0,1,0,7.5,154,True,2
131,Ross Barkley,MID,16,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
6,Thomas Partey,MID,16,2,48,90,0.0,0.0229,0.4928,0,0,0,1,2.6,160,False,2
422,Gavin Bazunu,GK,16,2,45,90,0.0,0.00304,1.9856,0,0,3,0,3.7,154,False,4
581,Alex Smithies,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,159,False,3
54,Cameron Archer,FWD,16,1,42,7,0.0,1e-05,0.3212,0,0,0,0,0.0,152,False,3
595,Mathias Jorgensen,DEF,16,2,40,90,0.0,0.00184,1.6078,0,0,1,0,5.5,155,False,5
184,André Tavares Gomes,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,151,False,2
413,Lyanco Silveira Neves Vojnovic,DEF,16,1,44,18,0.0,0.00102,0.2822,0,0,0,0,0.7,154,False,4
517,Thomas Strakosha,GK,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,155,False,5
661,Lewis Hall,MID,16,2,45,72,0.0,0.09472,1.029,0,0,1,0,3.9,156,False,4
655,Karl Hein,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,160,False,2
139,Ben Chilwell,DEF,16,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
106,Lewis Dunk,DEF,16,1,47,90,0.0423,0.00688,1.4852,0,0,2,0,0.0,152,True,2
452,Alfie Devine,MID,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
399,Giulian Biancone,DEF,16,0,42,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
549,Dennis Praet,MID,16,3,48,65,0.0,0.00501,1.3896,0,0,0,1,0.6,159,False,3
612,Wout Faes,DEF,16,6,45,90,0.0,0.00122,1.4004,0,0,0,1,2.6,159,False,3
26,William Saliba,DEF,16,6,53,90,0.0,0.01422,0.4928,0,0,0,1,1.8,160,False,2
122,Haydon Roberts,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
658,Harvey Griffiths,MID,16,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,160,True,4
459,Craig Dawson,DEF,16,0,48,90,0.0,0.00429,1.776,0,0,2,0,0.4,159,True,3
554,Bryan Gil Salvatierra,MID,16,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
614,Willian Borges da Silva,MID,16,2,55,90,0.0511,0.04135,2.5776,0,0,2,0,0.0,153,True,3
42,Emiliano Buendía Stati,MID,16,2,57,73,0.2687,0.24726,0.309,0,0,1,0,0.0,152,False,3
174,Nathan Ferguson,DEF,16,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,157,False,2
428,Son Heung-min,MID,16,0,116,0,0.0,0.0,0.0,0,0,0,0,0.0,158,True,2
15,Aaron Ramsdale,GK,16,6,49,90,0.0,0.00014,0.4928,0,0,0,1,1.4,160,False,2
170,Tyrick Mitchell,DEF,16,0,45,59,0.0,0.02564,0.593,0,0,1,0,2.3,157,False,2
640,Ed Turns,DEF,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,152,True,2
484,Max Kilman,DEF,16,1,45,90,0.0,0.00088,1.8082,0,0,2,0,2.2,160,True,4
323,Liam Delap,FWD,16,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,155,True,3
534,Dwight McNeil,MID,16,2,52,74,0.0666,0.07139,2.2967,0,0,3,0,4.5,151,False,2
592,Harvey Davies,GK,16,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,154,True,2
664,Dexter Lembikisa,DEF,16,1,40,22,0.0,0.00309,0.3323,0,0,1,0,0.2,160,True,4
134,N'Golo Kanté,MID,16,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,156,False,4
523,Harry Toffolo,DEF,16,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,157,True,2
