player_id,full_name,position,GW,gameweek_points,value,avg_score_last_1,avg_score_last_3,ict_last_1,ict_last_3,avg_mins_last_1,avg_mins_last_3,xG_last_1,xG_last_3,xA_last_1,xA_last_3,clean_sheets_last_1,clean_sheets_last_3,fixture_difficulty
2,Gabriel Fernando de Jesus,FWD,4,1,68,0.0,0.0,0.0,0.1,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4
2,Gabriel Fernando de Jesus,FWD,5,0,68,1.0,0.3333333333333333,0.0,0.0,10.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,5
2,Gabriel Fernando de Jesus,FWD,6,1,68,0.0,0.3333333333333333,1.0,1.0,3.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2
2,Gabriel Fernando de Jesus,FWD,7,1,68,1.0,0.6666666666666666,1.9,2.9,1.0,4.666666666666667,0.11,0.11,0.0,0.0,0.0,0.0,2
2,Gabriel Fernando de Jesus,FWD,8,1,68,1.0,0.6666666666666666,4.9,7.800000000000001,59.0,21.0,0.38,0.49,0.06,0.06,0.0,0.0,3
2,Gabriel Fernando de Jesus,FWD,9,0,68,1.0,1.0,0.7,7.500000000000001,10.0,23.333333333333332,0.0,0.49,0.0,0.06,0.0,0.0,5
3,Gabriel dos Santos Magalhães,DEF,3,2,60,6.0,6.0,2.3,4.6,90.0,90.0,0.0,0.12,0.02,0.04,1.0,2.0,2
3,Gabriel dos Santos Magalhães,DEF,4,15,60,2.0,4.666666666666667,5.1,9.7,90.0,90.0,0.12,0.24,0.01,0.05,0.0,2.0,4
3,Gabriel dos Santos Magalhães,DEF,5,7,60,15.0,7.666666666666667,9.4,16.8,90.0,90.0,0.27,0.39,0.0,0.03,1.0,2.0,5
3,Gabriel dos Santos Magalhães,DEF,6,1,61,7.0,8.0,9.7,24.199999999999996,90.0,90.0,0.49,0.88,0.01,0.02,0.0,1.0,2
3,Gabriel dos Santos Magalhães,DEF,7,2,62,1.0,7.666666666666667,8.4,27.5,90.0,90.0,0.27,1.03,0.05,0.06,0.0,1.0,2
3,Gabriel dos Santos Magalhães,DEF,8,1,62,2.0,3.3333333333333335,2.4,20.499999999999996,90.0,90.0,0.2,0.96,0.04,0.1,0.0,0.0,3
3,Gabriel dos Santos Magalhães,DEF,9,1,63,1.0,1.3333333333333333,2.8,13.599999999999998,90.0,90.0,0.02,0.49,0.0,0.09,0.0,0.0,5
4,Kai Havertz,FWD,3,8,81,2.0,7.0,2.0,14.5,90.0,90.0,0.21,0.66,0.03,0.07,1.0,2.0,2
4,Kai Havertz,FWD,4,2,81,8.0,7.333333333333333,10.2,24.7,90.0,90.0,0.77,1.4300000000000002,0.05,0.12,0.0,2.0,4
4,Kai Havertz,FWD,5,2,81,2.0,4.0,6.1,18.299999999999997,90.0,90.0,0.14,1.12,0.0,0.0799999999999999,1.0,2.0,5
4,Kai Havertz,FWD,6,6,82,2.0,4.0,3.2,19.5,90.0,90.0,0.06,0.97,0.0,0.05,0.0,1.0,2
4,Kai Havertz,FWD,7,8,82,6.0,3.3333333333333335,14.4,23.7,90.0,90.0,1.89,2.09,0.04,0.04,0.0,1.0,2
4,Kai Havertz,FWD,8,2,83,8.0,5.333333333333333,13.5,31.1,90.0,90.0,0.77,2.72,0.04,0.08,0.0,0.0,3
4,Kai Havertz,FWD,9,2,82,2.0,5.333333333333333,1.7,29.6,90.0,90.0,0.04,2.6999999999999997,0.02,0.1,0.0,0.0,5
6,Jurriën Timber,DEF,3,1,55,6.0,3.5,1.0,1.8,78.0,49.5,0.0,0.02,0.01,0.02,1.0,1.0,2
6,Jurriën Timber,DEF,4,5,55,1.0,2.6666666666666665,2.7,4.5,79.0,59.333333333333336,0.0,0.02,0.02,0.04,0.0,1.0,4
6,Jurriën Timber,DEF,5,2,55,5.0,4.0,2.2,5.9,90.0,82.33333333333333,0.05,0.05,0.01,0.04,1.0,2.0,5
6,Jurriën Timber,DEF,6,4,55,2.0,2.6666666666666665,1.2,6.1000000000000005,90.0,86.33333333333333,0.0,0.05,0.0,0.03,0.0,1.0,2
6,Jurriën Timber,DEF,9,2,55,0.0,1.3333333333333333,0.0,13.9,0.0,30.0,0.0,0.2099999999999999,0.0,0.12,0.0,0.0,5
7,Jorge Luiz Frello Filho,MID,4,2,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
7,Jorge Luiz Frello Filho,MID,7,2,49,0.0,0.6666666666666666,0.0,0.2,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2
8,Jakub Kiwior,DEF,5,1,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
8,Jakub Kiwior,DEF,7,1,48,0.0,0.3333333333333333,0.0,0.5,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2
8,Jakub Kiwior,DEF,8,0,48,1.0,0.6666666666666666,0.3,0.8,1.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3
8,Jakub Kiwior,DEF,9,1,48,0.0,0.3333333333333333,0.3,0.6,43.0,14.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5
9,Gabriel Martinelli Silva,MID,3,1,70,3.0,3.0,4.3,11.8,64.0,77.0,0.0,0.08,0.41,0.6,1.0,2.0,2
9,Gabriel Martinelli Silva,MID,4,3,69,1.0,2.3333333333333335,0.0,11.8,16.0,56.666666666666664,0.0,0.08,0.0,0.6,0.0,2.0,4
9,Gabriel Martinelli Silva,MID,5,5,69,3.0,2.3333333333333335,7.9,12.2,79.0,53.0,0.17,0.17,0.14,0.55,1.0,2.0,5
9,Gabriel Martinelli Silva,MID,6,13,69,5.0,3.0,5.4,13.3,86.0,60.333333333333336,0.0,0.17,0.06,0.2,0.0,1.0,2
9,Gabriel Martinelli Silva,MID,7,6,70,13.0,7.0,14.0,27.3,73.0,79.33333333333333,0.39,0.56,0.55,0.75,0.0,1.0,2
