element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,clean_sheets,ict_index,fixture,was_home,fixture_difficulty,avg_score_last_3,avg_mins_last_3,goals_last_3,assists_last_3,xG_last_3,xA_last_3,goals_conceded_last_3,avg_xGC_last_3,clean_sheets_last_3
115,Carlos Baleba,MID,9,3,50,79,0.08,0.04,0.83,0,0,0,1,6.4,84,True,2,5.666666666666667,77.66666666666667,1.0,1.0,0.33999999999999997,0.06,6.0,2.356666666666667,1.0
116,Valentín Barco,DEF,2,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,6,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,7,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Valentín Barco,DEF,9,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Facundo Buonanotte,MID,2,5,50,70,0.0,0.19,1.74,0,1,2,0,6.6,15,False,3,2.0,78.0,0.0,0.0,0.0,0.19,1.0,0.98,0.0
117,Facundo Buonanotte,MID,3,6,50,22,0.17,0.0,0.09,1,0,0,0,5.8,26,True,3,3.5,74.0,0.0,1.0,0.0,0.38,3.0,1.3599999999999999,0.0
117,Facundo Buonanotte,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,34,False,2,4.333333333333333,56.666666666666664,1.0,1.0,0.17,0.38,3.0,0.9366666666666666,0.0
117,Facundo Buonanotte,MID,5,0,50,34,0.04,0.01,0.22,0,0,0,0,0.8,45,True,2,3.6666666666666665,30.666666666666668,1.0,1.0,0.17,0.19,2.0,0.61,0.0
117,Facundo Buonanotte,MID,6,4,50,84,0.18,0.06,3.42,0,1,2,0,7.0,51,False,5,2.0,18.666666666666668,1.0,0.0,0.21000000000000002,0.01,0.0,0.10333333333333333,0.0
117,Facundo Buonanotte,MID,7,11,50,81,0.3,0.15,1.66,1,0,0,1,9.1,68,True,2,1.3333333333333333,39.333333333333336,0.0,1.0,0.22,0.06999999999999999,2.0,1.2133333333333334,0.0
117,Facundo Buonanotte,MID,8,6,50,90,1.34,0.17,2.15,1,0,2,0,14.8,78,False,2,5.0,66.33333333333333,1.0,1.0,0.52,0.21999999999999997,2.0,1.7666666666666666,1.0
117,Facundo Buonanotte,MID,9,2,50,90,0.12,0.09,1.73,0,0,3,0,7.5,88,True,3,7.0,85.0,2.0,1.0,1.82,0.38,4.0,2.41,1.0
118,Amario Cozier-Duberry,MID,2,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,6,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,7,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Amario Cozier-Duberry,MID,9,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,2,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,4,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,6,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,7,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mahmoud Dahoud,MID,9,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Lewis Dunk,DEF,2,2,45,90,0.0,0.01,1.43,0,0,1,0,2.7,13,True,3,6.0,75.0,0.0,0.0,0.07,0.0,0.0,0.45,1.0
120,Lewis Dunk,DEF,3,2,45,90,0.0,0.23,2.08,0,0,1,0,7.2,21,False,5,4.0,82.5,0.0,0.0,0.07,0.01,1.0,0.94,1.0
120,Lewis Dunk,DEF,4,6,45,90,0.09,0.01,0.35,0,0,0,1,1.4,33,True,2,3.3333333333333335,85.0,0.0,0.0,0.07,0.24000000000000002,2.0,1.32,1.0
120,Lewis Dunk,DEF,5,0,46,90,0.0,0.03,1.53,0,0,2,0,1.9,42,True,3,3.3333333333333335,90.0,0.0,0.0,0.09,0.25,2.0,1.2866666666666666,1.0
120,Lewis Dunk,DEF,6,-1,46,90,0.0,0.01,4.16,0,0,4,0,2.6,54,False,4,2.6666666666666665,90.0,0.0,0.0,0.09,0.27,3.0,1.32,1.0
120,Lewis Dunk,DEF,7,1,45,90,0.0,0.0,1.37,0,0,2,0,2.0,64,True,4,1.6666666666666667,90.0,0.0,0.0,0.09,0.05,6.0,2.013333333333333,1.0
120,Lewis Dunk,DEF,8,6,45,90,0.09,0.0,2.02,0,0,0,1,2.1,76,False,4,0.0,90.0,0.0,0.0,0.0,0.04,8.0,2.3533333333333335,0.0
120,Lewis Dunk,DEF,9,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,2.0,90.0,0.0,0.0,0.09,0.01,6.0,2.516666666666667,1.0
121,Julio Enciso,MID,2,1,54,11,0.03,0.0,0.1,0,0,0,0,0.6,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Julio Enciso,MID,3,1,54,5,0.0,0.11,0.0,0,0,0,0,3.1,21,False,5,0.5,5.5,0.0,0.0,0.03,0.0,0.0,0.05,0.0
121,Julio Enciso,MID,4,1,54,23,0.05,0.01,0.14,0,0,0,0,2.7,33,True,2,0.6666666666666666,5.333333333333333,0.0,0.0,0.03,0.11,0.0,0.03333333333333333,0.0
121,Julio Enciso,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,1.0,13.0,0.0,0.0,0.08,0.12,0.0,0.08,0.0
121,Julio Enciso,MID,6,1,54,19,0.08,0.01,0.14,0,0,0,0,1.2,54,False,4,0.6666666666666666,9.333333333333334,0.0,0.0,0.05,0.12,0.0,0.04666666666666667,0.0
121,Julio Enciso,MID,7,1,54,17,0.0,0.02,0.2,0,0,0,0,0.3,64,True,4,0.6666666666666666,14.0,0.0,0.0,0.13,0.02,0.0,0.09333333333333334,0.0
121,Julio Enciso,MID,8,1,54,8,0.01,0.01,0.07,0,0,0,0,3.2,76,False,4,0.6666666666666666,12.0,0.0,0.0,0.08,0.03,0.0,0.11333333333333334,0.0
121,Julio Enciso,MID,9,1,54,1,0.0,0.0,0.08,0,0,1,0,0.1,84,True,2,1.0,14.666666666666666,0.0,0.0,0.09,0.04,0.0,0.1366666666666667,0.0
122,Pervis Estupiñán,DEF,2,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Pervis Estupiñán,DEF,3,1,50,18,0.04,0.07,0.94,0,0,0,0,4.6,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Pervis Estupiñán,DEF,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.3333333333333333,6.0,0.0,0.0,0.04,0.07,0.0,0.3133333333333333,0.0
122,Pervis Estupiñán,DEF,5,1,50,81,0.02,0.17,1.53,0,0,2,0,6.1,42,True,3,0.3333333333333333,6.0,0.0,0.0,0.04,0.07,0.0,0.3133333333333333,0.0
122,Pervis Estupiñán,DEF,6,-1,50,90,0.0,0.03,4.16,0,0,4,0,2.3,54,False,4,0.6666666666666666,33.0,0.0,0.0,0.06,0.24000000000000002,2.0,0.8233333333333333,0.0
122,Pervis Estupiñán,DEF,7,1,50,45,0.0,0.08,0.42,0,0,0,0,3.2,64,True,4,0.0,57.0,0.0,0.0,0.02,0.2,6.0,1.8966666666666665,0.0
122,Pervis Estupiñán,DEF,8,1,50,18,0.0,0.0,0.27,0,0,0,0,0.9,76,False,4,0.3333333333333333,72.0,0.0,0.0,0.02,0.28,6.0,2.0366666666666666,0.0
122,Pervis Estupiñán,DEF,9,0,50,90,0.04,0.08,1.36,0,0,2,0,6.5,84,True,2,0.3333333333333333,51.0,0.0,0.0,0.0,0.11,4.0,1.6166666666666665,0.0
123,Evan Ferguson,FWD,2,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Evan Ferguson,FWD,3,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Evan Ferguson,FWD,4,1,55,5,0.06,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Evan Ferguson,FWD,5,1,55,8,0.05,0.0,0.0,0,0,0,0,0.5,42,True,3,0.3333333333333333,1.6666666666666667,0.0,0.0,0.06,0.0,0.0,0.0,0.0
123,Evan Ferguson,FWD,6,1,55,9,0.0,0.0,0.07,0,0,0,0,0.1,54,False,4,0.6666666666666666,4.333333333333333,0.0,0.0,0.11,0.0,0.0,0.0,0.0
123,Evan Ferguson,FWD,7,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,1.0,7.333333333333333,0.0,0.0,0.11,0.0,0.0,0.023333333333333334,0.0
123,Evan Ferguson,FWD,8,1,55,59,0.0,0.0,1.08,0,0,0,0,0.9,76,False,4,0.6666666666666666,5.666666666666667,0.0,0.0,0.05,0.0,0.0,0.023333333333333334,0.0
123,Evan Ferguson,FWD,9,7,55,17,0.08,0.0,0.72,1,0,2,0,5.0,84,True,2,0.6666666666666666,22.666666666666668,0.0,0.0,0.0,0.0,0.0,0.38333333333333336,0.0
124,Billy Gilmour,MID,2,2,50,89,0.08,0.04,1.32,0,0,1,0,1.7,13,True,3,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Billy Gilmour,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,1.5,48.5,0.0,0.0,0.08,0.04,1.0,0.66,0.0
124,Billy Gilmour,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,1.0,32.333333333333336,0.0,0.0,0.08,0.04,1.0,0.44,0.0
124,Billy Gilmour,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.6666666666666666,29.666666666666668,0.0,0.0,0.08,0.04,1.0,0.44,0.0
124,Billy Gilmour,MID,6,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Billy Gilmour,MID,7,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Billy Gilmour,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Billy Gilmour,MID,9,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,2,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,3,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,4,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,5,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,6,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,7,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,8,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Pascal Groß,MID,9,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Jack Hinshelwood,MID,2,2,50,90,0.0,0.19,1.43,0,0,1,0,2.2,13,True,3,3.0,90.0,0.0,0.0,0.0,0.01,0.0,0.45,1.0
126,Jack Hinshelwood,MID,3,2,50,90,0.2,0.14,2.08,0,0,1,0,5.6,21,False,5,2.5,90.0,0.0,0.0,0.0,0.2,1.0,0.94,1.0
126,Jack Hinshelwood,MID,4,2,50,66,0.0,0.11,0.21,0,0,0,1,3.2,33,True,2,2.3333333333333335,90.0,0.0,0.0,0.2,0.34,2.0,1.32,1.0
126,Jack Hinshelwood,MID,5,10,50,90,0.12,0.15,1.53,1,0,2,0,8.4,42,True,3,2.0,82.0,0.0,0.0,0.2,0.44,2.0,1.24,1.0
126,Jack Hinshelwood,MID,6,2,50,90,0.0,0.02,4.16,0,0,4,0,1.7,54,False,4,4.666666666666667,82.0,1.0,0.0,0.32,0.4,3.0,1.2733333333333334,1.0
126,Jack Hinshelwood,MID,7,2,50,90,0.06,0.01,1.37,0,0,2,0,1.0,64,True,4,4.666666666666667,82.0,1.0,0.0,0.12,0.28,6.0,1.9666666666666668,1.0
126,Jack Hinshelwood,MID,8,2,50,90,0.01,0.03,2.02,0,0,0,1,2.6,76,False,4,4.666666666666667,90.0,1.0,0.0,0.18,0.18000000000000002,8.0,2.3533333333333335,0.0
126,Jack Hinshelwood,MID,9,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,2.0,90.0,0.0,0.0,0.06999999999999999,0.06,6.0,2.516666666666667,1.0
127,Ibrahim Osman,MID,2,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,6,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,7,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrahim Osman,MID,9,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,2,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,4,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,6,1,44,33,0.0,0.01,0.31,0,0,0,0,0.8,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Igor Julio dos Santos de Paulo,DEF,7,0,44,81,0.0,0.01,1.27,0,0,2,0,0.9,64,True,4,0.3333333333333333,11.0,0.0,0.0,0.0,0.01,0.0,0.10333333333333333,0.0
128,Igor Julio dos Santos de Paulo,DEF,8,6,44,90,0.05,0.0,2.02,0,0,0,1,1.9,76,False,4,0.3333333333333333,38.0,0.0,0.0,0.0,0.02,2.0,0.5266666666666667,0.0
128,Igor Julio dos Santos de Paulo,DEF,9,0,44,90,0.0,0.02,1.36,0,0,2,0,3.2,84,True,2,2.3333333333333335,68.0,0.0,0.0,0.05,0.02,2.0,1.2,1.0
129,João Pedro Junqueira de Jesus,FWD,2,8,55,90,0.53,0.12,1.43,1,0,1,0,11.5,13,True,3,2.0,81.0,0.0,0.0,0.03,0.02,0.0,0.45,1.0
129,João Pedro Junqueira de Jesus,FWD,3,8,56,90,0.32,0.12,2.08,1,0,1,0,10.2,21,False,5,5.0,85.5,1.0,0.0,0.56,0.13999999999999999,1.0,0.94,1.0
129,João Pedro Junqueira de Jesus,FWD,4,0,57,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,6.0,87.0,2.0,0.0,0.8800000000000001,0.26,2.0,1.32,1.0
129,João Pedro Junqueira de Jesus,FWD,5,1,57,19,0.02,0.0,0.0,0,0,0,0,0.6,42,True,3,5.333333333333333,60.0,2.0,0.0,0.8500000000000001,0.24,2.0,1.17,0.0
129,João Pedro Junqueira de Jesus,FWD,6,0,56,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,3.0,36.333333333333336,1.0,0.0,0.34,0.12,1.0,0.6933333333333334,0.0
129,João Pedro Junqueira de Jesus,FWD,7,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.3333333333333333,6.333333333333333,0.0,0.0,0.02,0.0,0.0,0.0,0.0
129,João Pedro Junqueira de Jesus,FWD,8,0,55,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.3333333333333333,6.333333333333333,0.0,0.0,0.02,0.0,0.0,0.0,0.0
129,João Pedro Junqueira de Jesus,FWD,9,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,2,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,6,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,7,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Kacper Kozłowski,MID,9,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,2,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,4,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,6,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,7,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Tariq Lamptey,DEF,9,3,44,10,0.0,0.03,0.53,0,1,2,0,3.3,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,2,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,3,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,4,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,5,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,6,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,7,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,8,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Solly March,MID,9,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,2,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,13,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,21,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,4,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,6,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,54,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,7,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,64,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,76,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Adrian Mazilu,MID,9,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,84,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,James Milner,MID,2,2,50,72,0.16,0.04,1.32,0,0,1,0,3.7,13,True,3,2.0,81.0,0.0,0.0,0.0,0.11,0.0,0.45,1.0
134,James Milner,MID,3,1,50,16,0.0,0.0,0.21,0,0,0,0,0.0,21,False,5,2.0,76.5,0.0,0.0,0.16,0.15,1.0,0.885,1.0
134,James Milner,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,33,True,2,1.6666666666666667,56.333333333333336,0.0,0.0,0.16,0.15,1.0,0.66,1.0
134,James Milner,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3,1.0,29.333333333333332,0.0,0.0,0.16,0.04,1.0,0.51,0.0
