element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,clean_sheets,ict_index,fixture,was_home,fixture_difficulty,avg_score_last_3,avg_mins_last_3,goals_last_3,assists_last_3,xG_last_3,xA_last_3,ict_last_3,goals_conceded_last_3,avg_xGC_last_3,clean_sheets_last_3,avg_score_last_1,avg_mins_last_1,goals_last_1,assists_last_1,xG_last_1,xA_last_1,ict_last_1,goals_conceded_last_1,avg_xGC_last_1,clean_sheets_last_1
34,Moussa Diaby,MID,5,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa Diaby,MID,6,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa Diaby,MID,7,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa Diaby,MID,8,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa Diaby,MID,9,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa Diaby,MID,10,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Diego Carlos Santos Silva,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Diego Carlos Santos Silva,DEF,4,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Diego Carlos Santos Silva,DEF,5,2,45,90,0.0,0.01,0.51,0,0,1,0,2.2,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Diego Carlos Santos Silva,DEF,6,1,45,90,0.0,0.01,1.18,0,0,2,0,1.1,56,False,2,0.6666666666666666,30.0,0.0,0.0,0.0,0.01,2.2,1.0,0.17,0.0,2.0,90.0,0.0,0.0,0.0,0.01,2.2,1.0,0.51,0.0
35,Diego Carlos Santos Silva,DEF,7,6,45,78,0.0,0.01,0.38,0,0,0,1,1.6,62,True,3,1.0,60.0,0.0,0.0,0.0,0.02,3.3000000000000003,3.0,0.5633333333333334,0.0,1.0,90.0,0.0,0.0,0.0,0.01,1.1,2.0,1.18,0.0
35,Diego Carlos Santos Silva,DEF,8,2,45,90,0.0,0.01,1.78,0,0,1,0,1.5,72,False,3,3.0,86.0,0.0,0.0,0.0,0.03,4.9,3.0,0.69,1.0,6.0,78.0,0.0,0.0,0.0,0.01,1.6,0.0,0.38,1.0
35,Diego Carlos Santos Silva,DEF,9,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,3.0,86.0,0.0,0.0,0.0,0.03,4.2,3.0,1.1133333333333333,1.0,2.0,90.0,0.0,0.0,0.0,0.01,1.5,1.0,1.78,0.0
35,Diego Carlos Santos Silva,DEF,10,0,45,30,0.39,0.0,1.51,0,0,3,0,0.5,99,False,4,2.6666666666666665,56.0,0.0,0.0,0.0,0.02,3.1,1.0,0.7200000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Lucas Digne,DEF,3,7,45,90,0.0,0.1,0.45,0,1,1,0,5.6,26,False,2,2.0,74.0,0.0,0.0,0.0,0.16,5.4,2.0,0.94,0.0,2.0,75.0,0.0,0.0,0.0,0.03,2.0,1.0,0.49,0.0
36,Lucas Digne,DEF,4,4,46,68,0.0,0.68,0.67,0,1,2,0,8.7,31,True,2,3.6666666666666665,79.33333333333333,0.0,1.0,0.0,0.26,11.0,3.0,0.7766666666666667,0.0,7.0,90.0,0.0,1.0,0.0,0.1,5.6,1.0,0.45,0.0
36,Lucas Digne,DEF,5,1,46,45,0.0,0.01,0.51,0,0,1,0,0.5,41,True,2,4.333333333333333,77.66666666666667,0.0,2.0,0.0,0.81,16.299999999999997,4.0,0.5366666666666667,0.0,4.0,68.0,0.0,1.0,0.0,0.68,8.7,2.0,0.67,0.0
36,Lucas Digne,DEF,6,0,46,83,0.0,0.02,1.12,0,0,2,0,2.3,56,False,2,4.0,67.66666666666667,0.0,2.0,0.0,0.79,14.799999999999999,4.0,0.5433333333333333,0.0,1.0,45.0,0.0,0.0,0.0,0.01,0.5,1.0,0.51,0.0
36,Lucas Digne,DEF,7,8,46,84,0.05,0.08,0.42,0,0,0,1,2.9,62,True,3,1.6666666666666667,65.33333333333333,0.0,1.0,0.0,0.7100000000000001,11.5,5.0,0.7666666666666667,0.0,0.0,83.0,0.0,0.0,0.0,0.02,2.3,2.0,1.12,0.0
36,Lucas Digne,DEF,8,4,46,90,0.22,0.04,1.78,0,1,1,0,4.3,72,False,3,3.0,70.66666666666667,0.0,0.0,0.05,0.11,5.699999999999999,3.0,0.6833333333333335,1.0,8.0,84.0,0.0,0.0,0.05,0.08,2.9,0.0,0.42,1.0
36,Lucas Digne,DEF,9,7,46,70,0.0,0.41,0.18,0,0,0,1,4.1,82,True,2,4.0,85.66666666666667,0.0,1.0,0.27,0.14,9.5,3.0,1.1066666666666667,1.0,4.0,90.0,0.0,1.0,0.22,0.04,4.3,1.0,1.78,0.0
36,Lucas Digne,DEF,10,0,47,90,0.02,0.15,2.44,0,0,4,0,8.5,99,False,4,6.333333333333333,81.33333333333333,0.0,1.0,0.27,0.53,11.3,1.0,0.7933333333333333,2.0,7.0,70.0,0.0,0.0,0.0,0.41,4.1,0.0,0.18,1.0
37,Lewis Dobbin,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,6,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,7,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,9,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Dobbin,MID,10,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Jhon Durán,FWD,3,7,60,29,0.23,0.0,0.28,1,0,1,0,7.6,26,False,2,3.5,26.5,1.0,0.0,0.48,0.14,7.3,2.0,0.84,0.0,1.0,25.0,0.0,0.0,0.1,0.14,1.3,2.0,0.51,0.0
38,Jhon Durán,FWD,4,6,60,21,0.33,0.0,0.23,1,0,0,0,4.5,31,True,2,4.666666666666667,27.333333333333332,2.0,0.0,0.71,0.14,14.899999999999999,3.0,0.6533333333333333,0.0,7.0,29.0,1.0,0.0,0.23,0.0,7.6,1.0,0.28,0.0
38,Jhon Durán,FWD,5,5,61,28,1.03,0.0,0.0,1,0,0,0,5.4,41,True,2,4.666666666666667,25.0,2.0,0.0,0.66,0.14,13.399999999999999,3.0,0.34,0.0,6.0,21.0,1.0,0.0,0.33,0.0,4.5,0.0,0.23,0.0
38,Jhon Durán,FWD,6,1,62,26,0.0,0.0,0.63,0,0,1,0,1.9,56,False,2,6.0,26.0,3.0,0.0,1.59,0.0,17.5,1.0,0.17,0.0,5.0,28.0,1.0,0.0,1.03,0.0,5.4,0.0,0.0,0.0
38,Jhon Durán,FWD,7,1,62,27,0.0,0.03,0.27,0,0,0,0,1.2,62,True,3,4.0,25.0,2.0,0.0,1.36,0.0,11.8,1.0,0.2866666666666667,0.0,1.0,26.0,0.0,0.0,0.0,0.0,1.9,1.0,0.63,0.0
38,Jhon Durán,FWD,8,1,62,15,0.02,0.01,0.24,0,0,0,0,0.5,72,False,3,2.3333333333333335,27.0,1.0,0.0,1.03,0.03,8.5,1.0,0.3,0.0,1.0,27.0,0.0,0.0,0.0,0.03,1.2,0.0,0.27,0.0
38,Jhon Durán,FWD,9,1,62,33,0.29,0.0,0.12,0,0,1,0,2.9,82,True,2,1.0,22.666666666666668,0.0,0.0,0.02,0.04,3.5999999999999996,1.0,0.38000000000000006,0.0,1.0,15.0,0.0,0.0,0.02,0.01,0.5,0.0,0.24,0.0
38,Jhon Durán,FWD,10,1,61,21,0.0,0.0,1.48,0,0,3,0,0.0,99,False,4,1.0,25.0,0.0,0.0,0.31,0.04,4.6,1.0,0.21,0.0,1.0,33.0,0.0,0.0,0.29,0.0,2.9,1.0,0.12,0.0
39,Joe Gauci,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,4,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,6,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,7,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,9,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joe Gauci,GK,10,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,6,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,7,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,9,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kortney Hause,DEF,10,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,3,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,4,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,6,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,7,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,8,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,9,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel Iling-Junior,MID,10,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,4,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,6,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,7,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,9,1,50,8,0.0,0.0,0.1,0,0,1,0,0.2,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar Kamara,MID,10,1,50,9,0.0,0.01,0.15,0,0,1,0,0.4,99,False,4,0.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.2,1.0,0.03333333333333333,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.1,0.0
43,Kaine Kesler-Hayden,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,4,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,6,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,7,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,9,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,82,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kaine Kesler-Hayden,DEF,10,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Ezri Konsa Ngoyo,DEF,3,2,45,90,0.0,0.0,0.45,0,0,1,0,1.9,26,False,2,1.5,90.0,0.0,0.0,0.07,0.02,4.9,3.0,1.665,0.0,1.0,90.0,0.0,0.0,0.0,0.01,1.4,2.0,0.87,0.0
44,Ezri Konsa Ngoyo,DEF,4,1,45,90,0.0,0.01,0.9,0,0,2,0,2.7,31,True,2,1.6666666666666667,90.0,0.0,0.0,0.07,0.02,6.8,4.0,1.26,0.0,2.0,90.0,0.0,0.0,0.0,0.0,1.9,1.0,0.45,0.0
44,Ezri Konsa Ngoyo,DEF,5,9,45,90,0.21,0.02,0.51,1,0,1,0,8.6,41,True,2,1.3333333333333333,90.0,0.0,0.0,0.0,0.02,6.0,5.0,0.7399999999999999,0.0,1.0,90.0,0.0,0.0,0.0,0.01,2.7,2.0,0.9,0.0
44,Ezri Konsa Ngoyo,DEF,6,1,45,90,0.0,0.02,1.18,0,0,2,0,2.0,56,False,2,4.0,90.0,1.0,0.0,0.21,0.03,13.2,4.0,0.62,0.0,9.0,90.0,1.0,0.0,0.21,0.02,8.6,1.0,0.51,0.0
44,Ezri Konsa Ngoyo,DEF,7,1,45,11,0.0,0.0,0.15,0,0,0,0,0.0,62,True,3,3.6666666666666665,90.0,1.0,0.0,0.21,0.05,13.3,5.0,0.8633333333333333,0.0,1.0,90.0,0.0,0.0,0.0,0.02,2.0,2.0,1.18,0.0
44,Ezri Konsa Ngoyo,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,3.6666666666666665,63.666666666666664,1.0,0.0,0.21,0.04,10.6,3.0,0.6133333333333333,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
44,Ezri Konsa Ngoyo,DEF,9,2,45,90,0.07,0.11,0.31,0,0,1,0,4.1,82,True,2,0.6666666666666666,33.666666666666664,0.0,0.0,0.0,0.020000000000000004,2.0,2.0,0.4433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Ezri Konsa Ngoyo,DEF,10,0,45,90,0.0,0.15,2.44,0,0,4,0,2.5,99,False,4,1.0,33.666666666666664,0.0,0.0,0.07,0.11,4.1,1.0,0.15333333333333332,0.0,2.0,90.0,0.0,0.0,0.07,0.11,4.1,1.0,0.31,0.0
45,Ian Maatsen,DEF,3,1,50,11,0.01,0.0,0.05,0,0,0,0,0.4,26,False,2,1.0,15.0,0.0,0.0,0.0,0.13,3.9,1.0,0.72,0.0,1.0,14.0,0.0,0.0,0.0,0.09,2.0,1.0,0.38,0.0
45,Ian Maatsen,DEF,4,1,49,21,0.0,0.4,0.23,0,0,0,0,4.3,31,True,2,1.0,13.666666666666666,0.0,0.0,0.01,0.13,4.3,1.0,0.49666666666666665,0.0,1.0,11.0,0.0,0.0,0.01,0.0,0.4,0.0,0.05,0.0
45,Ian Maatsen,DEF,5,1,49,45,0.0,0.02,0.0,0,0,0,0,1.2,41,True,2,1.0,15.333333333333334,0.0,0.0,0.01,0.49,6.699999999999999,1.0,0.22,0.0,1.0,21.0,0.0,0.0,0.0,0.4,4.3,0.0,0.23,0.0
45,Ian Maatsen,DEF,6,1,49,6,0.0,0.0,0.07,0,0,0,0,0.2,56,False,2,1.0,25.666666666666668,0.0,0.0,0.01,0.42000000000000004,5.9,0.0,0.09333333333333334,0.0,1.0,45.0,0.0,0.0,0.0,0.02,1.2,0.0,0.0,0.0
45,Ian Maatsen,DEF,7,1,48,5,0.0,0.09,0.1,0,0,0,0,2.0,62,True,3,1.0,24.0,0.0,0.0,0.0,0.42000000000000004,5.7,0.0,0.10000000000000002,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07,0.0
45,Ian Maatsen,DEF,8,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,1.0,18.666666666666668,0.0,0.0,0.0,0.11,3.4,0.0,0.05666666666666667,0.0,1.0,5.0,0.0,0.0,0.0,0.09,2.0,0.0,0.1,0.0
45,Ian Maatsen,DEF,9,1,48,19,0.0,0.04,0.12,0,0,1,0,1.1,82,True,2,0.6666666666666666,3.6666666666666665,0.0,0.0,0.0,0.09,2.2,0.0,0.05666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Ian Maatsen,DEF,10,0,47,0,0.0,0.0,0.0,0,0,0,0,0.0,99,False,4,0.6666666666666666,8.0,0.0,0.0,0.0,0.13,3.1,1.0,0.07333333333333333,0.0,1.0,19.0,0.0,0.0,0.0,0.04,1.1,1.0,0.12,0.0
46,Filip Marschall,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,26,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Filip Marschall,GK,4,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,31,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Filip Marschall,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Filip Marschall,GK,6,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,56,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Filip Marschall,GK,7,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,62,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Filip Marschall,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,72,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
