element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,clean_sheets,ict_index,fixture,was_home,fixture_difficulty
650,Tyler Onyango,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
336,Joe Taylor,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
663,Gustavo Hamer,MID,5,10,50,80,0.08,0.19,1.32,1,0,0,1,10.7,48,False,4
408,Karl Darlow,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
701,Saman Ghoddos,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
220,Joachim Andersen,DEF,5,1,46,90,0.0,0.19,3.21,0,0,3,0,2.7,41,False,4
716,Alfie Gilchrist,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
319,Allan Campbell,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
325,Carlos Mendes Gomes,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
567,Pedro Lomba Neto,MID,5,5,55,90,0.03,0.73,2.55,0,1,3,0,10.5,50,True,4
625,Luc De Fougerolles,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
640,Dane Scarlett,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
42,Lucas Digne,DEF,5,5,45,90,0.03,0.21,1.17,0,1,1,0,8.8,41,True,2
199,Enzo Fernández,MID,5,3,50,80,0.02,0.03,1.1,0,0,0,1,2.5,42,False,2
428,Matt Targett,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
253,Demarai Gray,MID,5,0,53,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
361,Stefan Ortega Moreno,GK,5,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,49,False,3
230,Sam Johnstone,GK,5,1,45,90,0.0,0.0,3.21,0,0,3,0,1.6,41,False,4
35,Emiliano Buendía Stati,MID,5,0,58,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
32,Alexandre Moreno Lopera,DEF,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
687,Djordje Petrovic,GK,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
518,Japhet Tanganga,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
52,Marvelous Nakamba,MID,5,2,44,90,0.0,0.0,0.98,0,0,1,0,2.4,44,False,3
96,Nathan Collins,DEF,5,1,45,90,0.0,0.02,1.43,0,0,1,0,2.1,46,False,4
26,Leandro Trossard,MID,5,11,66,66,0.09,0.05,0.3,1,0,0,1,9.2,43,False,2
372,Antony Matheus dos Santos,MID,5,0,68,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
194,Trevoh Chalobah,DEF,5,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
550,Luke Cundle,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
533,Lukasz Fabianski,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,49,True,5
633,Tino Livramento,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
707,Fodé Ballo-Touré,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
357,Aymeric Laporte,DEF,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,49,False,3
673,Tyler Adams,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3
430,Kieran Trippier,DEF,5,8,65,90,0.01,0.2,0.54,0,0,0,1,6.2,46,True,2
509,Richarlison de Andrade,MID,5,8,68,10,0.29,0.05,0.01,1,1,0,0,9.9,48,True,2
691,Norberto Bercique Gomes Betuncal,FWD,5,2,60,65,0.0,0.01,0.55,0,0,0,1,1.3,43,True,5
324,John McAtee,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
476,Jayden Bogle,DEF,5,6,45,85,0.0,0.05,1.32,0,0,0,1,1.9,48,False,4
148,Jason Steele,GK,5,3,44,90,0.0,0.0,0.96,0,0,1,0,2.5,45,False,4
424,Nick Pope,GK,5,6,55,90,0.0,0.0,0.54,0,0,0,1,1.8,46,True,2
6,Kai Havertz,MID,5,1,72,10,0.0,0.0,0.1,0,0,0,0,0.5,43,False,2
61,Wesley Moraes Ferreira da Silva,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
528,Vladimír Coufal,DEF,5,4,45,86,0.0,0.24,3.63,0,1,3,0,5.1,49,True,5
396,Marcus Rashford,MID,5,2,89,90,0.68,0.03,1.89,0,0,3,0,8.6,45,True,2
458,Lewis O'Brien,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
132,Evan Ferguson,FWD,5,1,60,5,0.1,0.0,0.0,0,0,0,0,2.2,45,False,4
141,Tom McGill,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
493,Yves Bissouma,MID,5,1,50,90,0.25,0.22,0.58,0,0,1,0,10.8,48,True,2
559,João Victor Gomes da Silva,MID,5,2,49,90,0.01,0.01,2.55,0,0,3,0,4.5,50,True,4
249,Abdoulaye Doucouré,MID,5,2,55,79,0.0,0.0,1.02,0,0,1,0,3.5,43,True,5
352,Ederson Santana de Moraes,GK,5,2,56,90,0.0,0.0,0.94,0,0,1,0,1.6,49,False,3
313,Virgil van Dijk,DEF,5,0,60,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
439,Willy Boly,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
689,Mohammed Kudus,MID,5,1,65,23,0.0,0.0,0.79,0,0,2,0,0.4,49,True,5
392,Scott McTominay,MID,5,2,49,84,0.0,0.01,1.16,0,0,3,0,0.5,45,True,2
711,Andrew Omobamidele,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
358,Rico Lewis,DEF,5,1,45,1,0.0,0.0,0.0,0,0,0,0,0.1,49,False,3
382,Alejandro Garnacho,MID,5,1,49,5,0.0,0.0,0.74,0,0,0,0,0.3,45,True,2
715,Jean-Ricner Bellegarde,MID,5,2,50,76,0.04,0.01,1.85,0,0,1,0,2.6,50,True,4
251,Jean-Philippe Gbamin,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
624,Lewis Dobbin,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
359,Riyad Mahrez,MID,5,0,75,0,0.0,0.0,0.0,0,0,0,0,0.0,49,False,3
571,Matija Šarkić,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
27,Auston Trusty,DEF,5,0,40,4,0.0,0.0,0.55,0,0,2,0,0.5,48,False,4
412,Anthony Gordon,MID,5,5,55,90,0.0,0.13,0.54,0,1,0,1,2.0,46,True,2
443,Emmanuel Dennis,FWD,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
222,Nathaniel Clyne,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,41,False,4
310,Thiago Alcántara do Nascimento,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
684,Ethan Brierley,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
553,Ryan Giles,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
327,Admiral Muskwe,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
642,Edson Álvarez Velázquez,MID,5,1,50,67,0.0,0.0,2.84,0,0,1,0,0.8,49,True,5
10,Jakub Kiwior,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,43,False,2
70,Lloyd Kelly,DEF,5,8,45,90,0.0,0.02,1.71,0,0,0,1,3.0,42,True,3
260,Vitalii Mykolenko,DEF,5,2,43,90,0.01,0.01,1.02,0,0,1,0,2.4,43,True,5
648,Aidan Francis-Clarke,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
497,Emerson Leite de Souza Junior,DEF,5,1,45,1,0.0,0.0,0.01,0,0,0,0,0.2,48,True,2
151,Joël Veltman,DEF,5,2,44,90,0.0,0.01,0.96,0,0,1,0,3.5,45,False,4
402,Miguel Almirón Rejala,MID,5,1,63,7,0.0,0.0,0.23,0,0,0,0,0.2,46,True,2
179,Bobby Thomas,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
102,Charlie Goode,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
641,Alejo Véliz,FWD,5,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
187,Kepa Arrizabalaga,GK,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
88,Mark Travers,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3
520,Guglielmo Vicario,GK,5,3,51,90,0.0,0.0,0.58,0,0,1,0,3.3,48,True,2
413,Isaac Hayden,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
706,Mike Trésor,MID,5,1,55,14,0.05,0.1,0.13,0,0,0,0,1.9,47,False,2
419,Jamaal Lascelles,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
307,Andrew Robertson,DEF,5,11,65,90,0.42,0.11,0.63,1,0,1,0,11.1,50,False,2
503,Giovani Lo Celso,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
240,Jeffrey Schlupp,MID,5,2,49,90,0.0,0.02,3.21,0,0,3,0,3.0,41,False,4
256,Alex Iwobi,MID,5,1,54,28,0.11,0.01,0.42,0,0,0,0,1.1,44,True,2
297,Cody Gakpo,FWD,5,6,73,55,1.08,0.01,0.4,1,0,1,0,7.8,50,False,2
211,Nicolas Jackson,FWD,5,1,71,90,0.21,0.07,1.19,0,0,0,1,2.8,42,False,2
543,Nikola Vlašić,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,49,True,5
138,Adam Lallana,MID,5,3,49,63,0.0,0.01,0.73,0,0,0,1,2.0,45,False,4
548,Hugo Bueno López,DEF,5,-2,45,25,0.0,0.0,0.89,0,0,2,0,0.0,50,True,4
524,Alphonse Areola,GK,5,4,41,90,0.0,0.0,3.63,0,0,3,0,7.6,49,True,5
291,Alisson Ramses Becker,GK,5,2,55,90,0.0,0.0,0.63,0,0,1,0,0.9,50,False,2
513,Pape Matar Sarr,MID,5,2,46,79,0.26,0.05,0.57,0,0,1,0,7.4,48,True,2
331,Aribim Pepple,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
598,Matt Doherty,DEF,5,0,44,30,0.12,0.05,0.89,0,0,2,0,2.5,50,True,4
554,Gonçalo Manuel Ganchinho Guedes,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
264,Ellis Simms,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
560,Jonathan Castro Otto,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
437,Taiwo Awoniyi,FWD,5,5,66,87,0.08,0.04,0.28,0,1,1,0,4.9,47,True,2
114,Mads Roerslev Rasmussen,DEF,5,1,44,48,0.0,0.03,0.86,0,0,1,0,4.3,46,False,4
610,Calvin Bassey,DEF,5,1,45,1,0.0,0.0,0.28,0,0,0,0,0.0,44,True,2
664,James Ward-Prowse,MID,5,7,61,90,0.57,0.15,3.63,1,0,3,0,10.6,49,True,5
311,Konstantinos Tsimikas,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
128,Mahmoud Dahoud,MID,5,2,48,76,0.0,0.0,0.96,0,0,1,0,2.6,45,False,4
609,Ian Maatsen,MID,5,1,53,9,0.2,0.02,0.09,0,0,0,0,0.8,42,False,2
708,Ryan Gravenberch,MID,5,1,50,1,0.0,0.0,0.0,0,0,0,0,1.1,50,False,2
709,Sofyan Amrabat,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
484,Max Lowe,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,48,False,4
243,Joe Whitworth,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,False,4
649,Thomas Cannon,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
383,Hannibal Mejbri,MID,5,5,44,26,0.03,0.0,0.99,1,0,1,0,4.2,45,True,2
47,Boubacar Kamara,MID,5,1,50,57,0.0,0.03,0.37,0,0,1,0,1.1,41,True,2
186,Andrey Nascimento dos Santos,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
580,Loris Karius,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
152,Bart Verbruggen,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
586,Tahith Chong,MID,5,1,49,74,0.05,0.0,0.93,0,0,1,0,2.0,44,False,3
56,Morgan Sanson,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
275,Bernd Leno,GK,5,6,46,90,0.0,0.0,1.28,0,0,0,1,1.9,44,True,2
99,Josh Dasilva,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
440,Josh Bowler,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
671,Bashir Humphreys,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
31,Oleksandr Zinchenko,DEF,5,7,49,79,0.08,0.13,0.2,0,0,0,1,3.8,43,False,2
272,Tyrese Francois,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
433,Callum Wilson,FWD,5,5,78,90,0.98,0.08,0.54,1,0,0,1,7.5,46,True,2
426,Allan Saint-Maximin,MID,5,0,60,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
694,Han-Noah Massengo,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
594,Zeki Amdouni,FWD,5,8,54,63,0.16,0.01,0.52,1,0,1,0,5.5,47,False,2
123,Steven Alzate,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
170,Jóhann Berg Gudmundsson,MID,5,2,49,62,0.0,0.03,0.52,0,0,1,0,0.9,47,False,2
665,Tim Krul,GK,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
39,Keinan Davis,FWD,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
373,Bruno Borges Fernandes,MID,5,1,84,90,0.07,0.47,1.89,0,0,3,0,5.3,45,True,2
87,Hamed Traorè,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3
146,Jeremy Sarmiento Morante,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
602,Issa Kaboré,DEF,5,2,40,90,0.03,0.37,0.98,0,0,1,0,7.7,44,False,3
464,Sam Surridge,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
318,Reece Burke,DEF,5,2,40,81,0.0,0.0,0.93,0,0,1,0,2.7,44,False,3
657,Jesurun Rak-Sakyi,MID,5,1,45,1,0.0,0.0,0.64,0,0,1,0,0.2,41,False,4
699,Clément Lenglet,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
8,Gabriel Fernando de Jesus,FWD,5,1,79,24,0.0,0.0,0.19,0,0,0,0,0.3,43,False,2
674,Hannes Delcroix,DEF,5,1,40,3,0.0,0.0,0.08,0,0,0,0,0.0,47,False,2
173,Dara O'Shea,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
496,Eric Dier,DEF,5,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
242,Joel Ward,DEF,5,0,45,90,0.45,0.0,3.21,0,0,3,0,1.0,41,False,4
603,Harvey Barnes,MID,5,3,64,82,0.06,0.02,0.31,0,0,0,1,2.1,46,True,2
356,Mateo Kovačić,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,49,False,3
588,Ashley Young,DEF,5,1,44,86,0.0,0.01,1.02,0,0,1,0,0.4,43,True,5
530,Aaron Cresswell,DEF,5,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,49,True,5
508,Sergio Reguilón,DEF,5,1,44,84,0.0,0.03,1.16,0,0,3,0,3.5,45,True,2
447,Morgan Gibbs-White,MID,5,2,59,90,0.27,0.06,0.56,0,0,1,0,6.8,47,True,2
395,Raphaël Varane,DEF,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
606,Igor Julio dos Santos de Paulo,DEF,5,0,43,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
374,Brandon Williams,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
502,Hugo Lloris,GK,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
427,Fabian Schär,DEF,5,7,50,90,0.02,0.0,0.54,0,0,0,1,2.6,46,True,2
453,Orel Mangala,MID,5,1,50,70,0.1,0.01,0.19,0,0,1,0,2.2,47,True,2
381,Frederico Rodrigues de Paula Santos,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
284,Marek Rodák,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
92,Shandon Baptiste,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
136,Michał Karbownik,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
623,Mason Burstow,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
597,André Onana,GK,5,2,50,90,0.0,0.0,1.89,0,0,3,0,4.1,45,True,2
343,Julián Álvarez,FWD,5,9,67,90,0.06,0.43,0.94,0,2,1,0,11.3,49,False,3
527,Maxwel Cornet,MID,5,0,53,0,0.0,0.0,0.0,0,0,0,0,0.0,49,True,5
274,Terence Kongolo,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
301,Caoimhin Kelleher,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
269,Ivan Neves Abreu Cavaleiro,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
75,Chris Mepham,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3
125,Facundo Buonanotte,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
158,Samuel Bastien,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
481,John Fleck,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,48,False,4
279,Rodrigo Muniz Carvalho,FWD,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
172,Arijanet Muric,GK,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
165,Josh Cullen,MID,5,1,50,90,0.0,0.02,0.72,0,0,1,0,2.8,47,False,2
116,Thomas Strakosha,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
4,Fábio Ferreira Vieira,MID,5,3,54,79,0.37,0.06,0.2,0,0,0,1,3.7,43,False,2
223,Cheick Doucouré,MID,5,2,50,90,0.0,0.26,2.57,0,0,2,0,4.3,41,False,4
555,Joe Hodge,MID,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
632,Omari Forson,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,45,True,2
305,Joel Matip,DEF,5,2,49,90,0.0,0.02,0.63,0,0,1,0,3.0,50,False,2
512,Davinson Sánchez,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,48,True,2
551,Craig Dawson,DEF,5,1,45,90,0.06,0.01,2.55,0,0,3,0,2.7,50,True,4
573,Toti António Gomes,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
522,Nayef Aguerd,DEF,5,1,45,90,0.25,0.0,3.63,0,0,3,0,5.0,49,True,5
377,Diogo Dalot Teixeira,DEF,5,1,49,90,0.0,0.04,1.89,0,0,3,0,3.4,45,True,2
261,Amadou Onana,MID,5,2,49,90,0.0,0.0,1.02,0,0,1,0,0.7,43,True,5
289,Adrián San Miguel del Castillo,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
645,Youssef Ramalho Chermiti,FWD,5,1,49,2,0.0,0.0,0.0,0,0,0,0,0.1,43,True,5
19,Bukayo Saka,MID,5,6,87,90,0.0,0.14,0.3,0,1,0,1,5.4,43,False,2
109,Ben Mee,DEF,5,2,49,71,0.0,0.0,1.43,0,0,1,0,0.9,46,False,4
469,Joe Worrall,DEF,5,2,45,90,0.0,0.0,0.56,0,0,1,0,1.7,47,True,2
41,Diego Carlos Santos Silva,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
66,Lewis Cook,MID,5,3,50,90,0.04,0.02,1.71,0,0,0,1,4.8,42,True,3
547,Bendegúz Bolla,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,50,True,4
203,Malo Gusto,DEF,5,6,42,90,0.02,0.06,1.19,0,0,0,1,2.3,42,False,2
316,Amari'i Bell,DEF,5,2,40,90,0.37,0.0,0.98,0,0,1,0,4.5,44,False,3
248,Dele Alli,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
208,Noni Madueke,MID,5,0,54,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
595,Milos Kerkez,DEF,5,5,45,73,0.0,0.11,1.21,0,0,0,1,1.1,42,True,3
317,Luke Berry,MID,5,0,48,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
45,Kortney Hause,DEF,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,41,True,2
229,Will Hughes,MID,5,1,49,90,0.0,0.01,3.21,0,0,3,0,4.4,41,False,4
415,Alexander Isak,FWD,5,0,77,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
658,John-Kymani Gordon,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,41,False,4
451,Cheikhou Kouyaté,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
2,Cédric Alves Soares,DEF,5,0,39,0,0.0,0.0,0.0,0,0,0,0,0.0,43,False,2
188,Pierre-Emerick Aubameyang,FWD,5,0,65,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
418,Garang Kuol,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
666,Tom Davies,MID,5,0,50,9,0.0,0.0,0.55,0,0,2,0,0.2,48,False,4
656,Antwoine Hackford,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,48,False,4
112,Ethan Pinnock,DEF,5,2,45,90,0.0,0.0,1.43,0,0,1,0,3.9,46,False,4
651,Jay Stansfield,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
470,Ryan Yates,MID,5,1,49,19,0.0,0.0,0.37,0,0,0,0,0.0,47,True,2
672,Nicolò Zaniolo,MID,5,0,55,56,0.03,0.27,0.37,0,0,1,0,6.6,41,True,2
111,Frank Onyeka,MID,5,1,49,18,0.0,0.0,0.0,0,0,0,0,1.0,46,False,4
219,Naouirou Ahamada,MID,5,1,44,1,0.0,0.0,1.43,0,0,2,0,0.2,41,False,4
63,Philip Billing,MID,5,3,53,90,0.29,0.02,1.71,0,0,0,1,3.2,42,True,3
215,Gabriel Słonina,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
228,Marc Guéhi,DEF,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,41,False,4
247,Seamus Coleman,DEF,5,0,44,0,0.0,0.0,0.0,0,0,0,0,0.0,43,True,5
294,Diogo Teixeira da Silva,MID,5,1,79,55,0.14,0.1,0.4,0,0,1,0,1.7,50,False,2
652,Matthew Dibley-Dias,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,44,True,2
360,James McAtee,MID,5,3,44,69,0.26,0.01,1.25,0,0,0,1,4.3,48,False,4
355,Erling Haaland,FWD,5,6,141,90,2.56,0.03,0.94,1,0,1,0,17.4,49,False,3
163,Jack Cork,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,47,False,2
390,Anthony Martial,FWD,5,1,65,26,0.0,0.0,0.99,0,0,1,0,0.8,45,True,2
154,Danny Welbeck,FWD,5,7,58,63,0.55,0.02,0.73,1,0,0,1,7.8,45,False,4
287,Carlos Vinícius Alves Morais,FWD,5,7,48,28,0.32,0.01,0.42,1,0,0,0,7.1,44,True,2
604,Olu Aina,DEF,5,2,45,90,0.03,0.01,0.56,0,0,1,0,2.8,47,True,2
365,Rodrigo Hernandez,MID,5,1,57,90,0.2,1.12,0.94,0,0,1,0,11.5,49,False,3
386,Victor Lindelöf,DEF,5,1,45,90,0.15,0.01,1.89,0,0,3,0,3.4,45,True,2
349,Kevin De Bruyne,MID,5,0,102,0,0.0,0.0,0.0,0,0,0,0,0.0,49,False,3
636,George Shelvey,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
659,Lucas Bergström,GK,5,0,40,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
124,Yasin Ayari,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
635,Lewis Miley,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,46,True,2
667,Roméo Lavia,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
329,Fred Onyedinma,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,44,False,3
462,Gustavo Henrique Furtado Scarpa,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,47,True,2
104,Aaron Hickey,DEF,5,1,45,81,0.04,0.0,1.43,0,0,1,0,3.2,46,False,4
94,Mads Bidstrup,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,46,False,4
140,Solly March,MID,5,0,66,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
200,David Datro Fofana,FWD,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,42,False,2
540,Declan Rice,MID,5,3,54,90,0.13,0.06,0.3,0,0,0,1,4.2,43,False,2
137,Kacper Kozłowski,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,45,False,4
81,Joe Rothwell,MID,5,0,49,0,0.0,0.0,0.0,0,0,0,0,0.0,42,True,3
638,Vini de Souza Costa,MID,5,2,50,90,0.0,0.0,1.87,0,0,2,0,2.2,48,False,4
628,Ben Doak,MID,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
475,Sander Berge,MID,5,1,49,26,0.0,0.0,0.2,0,0,0,0,1.9,47,False,2
296,Fabio Henrique Tavares,MID,5,0,50,0,0.0,0.0,0.0,0,0,0,0,0.0,50,False,2
654,Louie Marsh,FWD,5,0,45,0,0.0,0.0,0.0,0,0,0,0,0.0,48,False,4
485,Oliver McBurnie,FWD,5,-1,54,90,0.13,0.01,1.87,0,0,2,0,4.0,48,False,4
106,Mathias Jensen,MID,5,2,54,90,0.0,0.22,1.43,0,0,1,0,6.4,46,False,4
